rc_11,rc_14,rc_15,rc_26,rc_37,profit
0.321,0.437,0.224,0.485,0.526,20.540355100080863
0.337,0.778,0.746,0.633,0.52,32.904851748847456
0.722,0.278,0.674,0.275,0.677,17.321301419504778
0.365,0.726,0.766,0.289,0.478,22.302388620630463
0.789,0.49,0.718,0.553,0.425,28.31423720099847
0.371,0.322,0.657,0.432,0.507,22.08902630589009
0.495,0.546,0.719,0.788,0.445,29.61776365837009
0.697,0.659,0.544,0.774,0.32,26.534953121794487
0.266,0.712,0.463,0.708,0.736,28.558134969824728
0.237,0.73,0.469,0.506,0.576,23.88858180812291
0.756,0.211,0.486,0.613,0.634,16.735209064517633
0.616,0.281,0.38,0.415,0.683,19.75177293639336
0.367,0.326,0.774,0.205,0.799,14.887274194265787
0.606,0.697,0.377,0.209,0.643,20.3671523110732
0.7,0.644,0.286,0.652,0.661,26.302029872038354
0.595,0.66,0.708,0.568,0.253,22.409876477718313
0.493,0.247,0.445,0.444,0.24,14.648613014700187
0.409,0.267,0.685,0.769,0.243,15.618555097918119
0.773,0.514,0.38,0.246,0.5,18.504359336620677
0.677,0.624,0.23,0.244,0.442,18.204560399597604
0.377,0.339,0.369,0.682,0.758,25.477434792802125
0.443,0.744,0.393,0.486,0.336,24.550412140699873
0.584,0.787,0.562,0.415,0.589,30.99225174997577
0.274,0.733,0.502,0.47,0.552,30.898894142278444
0.575,0.243,0.61,0.345,0.628,16.796208823001283
0.694,0.682,0.532,0.512,0.286,26.365199965415528
0.665,0.363,0.498,0.371,0.28,20.103272263303328
0.578,0.233,0.649,0.391,0.2,12.46274678171266
0.507,0.228,0.366,0.624,0.238,13.541289754606908
0.704,0.202,0.348,0.645,0.39,21.839893378074287
0.261,0.416,0.362,0.706,0.388,21.910804268712752
0.673,0.735,0.46,0.746,0.426,33.402630793230124
0.778,0.254,0.612,0.496,0.433,17.29475751031663
0.58,0.622,0.203,0.3,0.628,18.925571501296172
0.6,0.78,0.657,0.77,0.622,40.413409141556336
0.379,0.263,0.669,0.586,0.229,14.598485339192125
0.416,0.774,0.5,0.46,0.475,29.192947404323657
0.325,0.421,0.422,0.231,0.661,16.61476926278963
0.45,0.693,0.71,0.327,0.594,23.706383548147098
0.483,0.728,0.329,0.607,0.565,29.798781706230567
0.377,0.282,0.591,0.643,0.389,18.402158752871255
0.587,0.437,0.628,0.32,0.734,22.990261475275226
0.372,0.421,0.235,0.267,0.51,16.07866658752117
0.361,0.701,0.209,0.427,0.402,18.02150973841196
0.212,0.275,0.448,0.496,0.443,17.067390532217512
0.519,0.557,0.206,0.478,0.778,24.227849561652388
0.511,0.607,0.387,0.664,0.664,31.36257658006947
0.513,0.786,0.275,0.21,0.662,17.987155165591023
0.684,0.272,0.359,0.211,0.376,13.454688074406969
0.664,0.511,0.409,0.423,0.201,17.113755713913122
0.38,0.588,0.785,0.708,0.214,20.172003594978356
0.739,0.67,0.668,0.475,0.439,31.20369821722314
0.382,0.239,0.337,0.348,0.49,17.10714440487772
0.648,0.484,0.235,0.775,0.766,23.28055294671879
0.671,0.795,0.527,0.778,0.245,25.065993172649847
0.419,0.335,0.317,0.284,0.573,17.54718699497094
0.669,0.547,0.288,0.687,0.582,25.068980875213928
0.433,0.604,0.356,0.407,0.75,24.43808379198016
0.374,0.482,0.734,0.625,0.237,20.398595083066798
0.288,0.205,0.579,0.469,0.281,12.682773219438474
0.775,0.518,0.345,0.5,0.608,28.092829142642262
0.246,0.365,0.684,0.476,0.528,21.479675758623713
0.46,0.226,0.299,0.467,0.326,13.953532225724931
0.23,0.706,0.789,0.676,0.712,31.262515493306324
0.345,0.776,0.318,0.771,0.797,32.87716589472715
0.627,0.789,0.542,0.356,0.462,24.86196424757281
0.556,0.244,0.573,0.789,0.314,15.86979199700453
0.676,0.745,0.766,0.776,0.513,37.60770797405046
0.786,0.654,0.297,0.486,0.631,28.277432870661634
0.348,0.584,0.6,0.298,0.539,22.931291272495006
0.663,0.499,0.207,0.205,0.414,14.713994500087686
0.756,0.337,0.581,0.333,0.393,20.223198424482703
0.709,0.637,0.257,0.457,0.218,15.90516635429329
0.489,0.597,0.271,0.373,0.439,22.144594090646937
0.752,0.796,0.227,0.657,0.423,19.634788391217683
0.435,0.653,0.751,0.771,0.546,32.398248427898785
0.414,0.673,0.351,0.538,0.415,25.515285190347065
0.594,0.344,0.315,0.751,0.261,16.784618442691407
0.504,0.333,0.223,0.222,0.305,13.949525639522786
0.72,0.369,0.77,0.549,0.462,27.931006599736627
0.548,0.51,0.655,0.369,0.412,24.695247034542316
0.736,0.768,0.736,0.452,0.668,40.08649820456079
0.486,0.499,0.323,0.555,0.312,21.228757104938076
0.399,0.713,0.324,0.243,0.241,17.882150509438233
0.764,0.504,0.446,0.687,0.701,31.067192808253694
0.399,0.616,0.663,0.593,0.291,23.91474770339093
0.726,0.523,0.369,0.455,0.223,18.153569996070996
0.277,0.659,0.2,0.45,0.514,19.9012657034339
0.233,0.784,0.336,0.383,0.382,24.351146223352337
0.338,0.201,0.638,0.78,0.335,13.511005841528897
0.598,0.645,0.709,0.454,0.382,30.462927570574927
0.395,0.628,0.69,0.309,0.423,23.20516631587507
0.741,0.684,0.791,0.653,0.436,31.52932023670131
0.554,0.597,0.247,0.527,0.626,26.34344426687246
0.3,0.668,0.55,0.771,0.225,19.632840276074937
0.359,0.561,0.378,0.629,0.655,26.76598668387593
0.262,0.508,0.505,0.422,0.76,23.673364193975225
0.697,0.618,0.629,0.477,0.753,32.07457371756977
0.617,0.637,0.717,0.364,0.684,25.26054067700202
0.317,0.407,0.401,0.787,0.714,25.34926168158384
0.621,0.636,0.537,0.768,0.498,32.917458961783275
0.428,0.298,0.672,0.641,0.431,19.378633489835185
0.215,0.703,0.207,0.622,0.782,22.688411779020445
0.463,0.341,0.623,0.69,0.528,23.485272760084577
0.78,0.231,0.503,0.631,0.718,19.26319152655764
0.308,0.68,0.532,0.438,0.279,21.768750634656293
0.719,0.294,0.386,0.374,0.723,21.25491671945964
0.604,0.678,0.35,0.575,0.543,31.735627200516902
0.7,0.744,0.207,0.604,0.231,15.593914460632046
0.529,0.373,0.384,0.412,0.573,25.460241916073123
0.4,0.64,0.443,0.241,0.67,19.935967648239387
0.371,0.46,0.611,0.399,0.234,22.016556706132963
0.424,0.767,0.585,0.603,0.579,37.93800152103139
0.319,0.451,0.651,0.261,0.367,19.773493534487518
0.366,0.459,0.788,0.241,0.511,18.777585428412713
0.308,0.782,0.268,0.442,0.643,24.466844018359033
0.623,0.454,0.408,0.439,0.359,23.086058319181173
0.323,0.49,0.361,0.372,0.594,22.05113304851517
0.781,0.562,0.246,0.245,0.771,17.8050357890636
0.378,0.255,0.559,0.574,0.589,18.042340402411483
0.36,0.209,0.779,0.351,0.606,14.777854301593615
0.624,0.566,0.388,0.363,0.559,25.052606122884402
0.72,0.768,0.264,0.293,0.767,22.035903332512593
0.642,0.73,0.322,0.553,0.621,32.076464009622626
0.608,0.445,0.209,0.55,0.352,16.629122683203803
0.47,0.775,0.439,0.704,0.313,24.6133058028803
0.603,0.786,0.261,0.205,0.46,17.226904033247408
0.256,0.649,0.749,0.46,0.355,24.72122779042411
0.461,0.634,0.205,0.554,0.568,21.056191787569546
0.583,0.345,0.628,0.255,0.32,17.607843628966034
0.726,0.643,0.208,0.349,0.329,19.85964720830986
0.362,0.349,0.238,0.475,0.64,18.990969774090576
0.564,0.604,0.249,0.771,0.703,23.12776344078375
0.683,0.694,0.76,0.527,0.32,30.18319140417628
0.57,0.646,0.643,0.513,0.241,22.041638663631456
0.423,0.752,0.551,0.523,0.361,27.980256083345573
0.421,0.737,0.6,0.672,0.473,29.993727505986946
0.578,0.349,0.623,0.457,0.466,23.492436213264625
0.59,0.762,0.238,0.695,0.375,22.016760183229295
0.466,0.213,0.381,0.502,0.234,12.767421377368251
0.495,0.756,0.263,0.659,0.446,25.87839656807088
0.593,0.356,0.296,0.296,0.242,16.089154145334383
0.311,0.599,0.729,0.688,0.611,30.106876592720152
0.266,0.374,0.386,0.35,0.509,20.71447884184719
0.521,0.414,0.412,0.697,0.674,26.547903441189767
0.385,0.748,0.772,0.396,0.413,27.875638398345473
0.503,0.765,0.726,0.262,0.436,20.96917891577467
0.532,0.502,0.316,0.715,0.606,26.76015851470408
0.703,0.715,0.649,0.464,0.566,31.180788696073385
0.296,0.604,0.308,0.616,0.338,21.671143882209975
0.271,0.299,0.201,0.631,0.639,17.469302505768827
0.509,0.297,0.25,0.211,0.299,13.58126918578624
0.735,0.345,0.413,0.263,0.333,17.78884247546356
0.512,0.565,0.347,0.235,0.435,17.90084164396295
0.341,0.332,0.776,0.57,0.534,24.698063946368187
0.449,0.457,0.525,0.618,0.621,29.737619990332714
0.303,0.5,0.447,0.722,0.579,26.142125153436027
0.52,0.269,0.563,0.27,0.402,16.95306758556882
0.286,0.615,0.324,0.435,0.737,23.444850909705483
0.323,0.505,0.452,0.211,0.676,18.35719574729475
0.241,0.485,0.536,0.577,0.613,25.029790179197953
0.352,0.206,0.634,0.521,0.702,16.54252407572352
0.693,0.706,0.491,0.4,0.675,28.466558564317843
0.471,0.31,0.713,0.73,0.48,21.150832342414255
0.245,0.433,0.682,0.741,0.322,22.04941635691029
0.24,0.726,0.434,0.525,0.781,25.779714548615885
0.24,0.589,0.244,0.425,0.682,20.74476516992406
0.46,0.798,0.535,0.393,0.332,28.162998404612182
0.41,0.424,0.241,0.422,0.479,23.196136991676624
0.634,0.594,0.625,0.205,0.331,18.770258525105362
0.597,0.49,0.203,0.683,0.664,22.116937875460614
0.529,0.24,0.66,0.55,0.669,18.371246199553315
0.651,0.682,0.511,0.284,0.603,21.07066237836225
0.572,0.645,0.302,0.317,0.734,20.400849123741402
0.65,0.745,0.655,0.558,0.592,37.85350286381092
0.733,0.547,0.579,0.294,0.484,21.72738756603037
0.63,0.363,0.321,0.388,0.345,20.49914252044583
0.329,0.455,0.745,0.504,0.313,22.71719205077859
0.246,0.618,0.43,0.693,0.596,22.593631228239484
0.678,0.363,0.615,0.358,0.763,24.47488113247367
0.582,0.395,0.362,0.315,0.617,20.12781648795085
0.331,0.557,0.359,0.597,0.689,25.41516444907235
0.667,0.657,0.313,0.253,0.619,18.164943897950103
0.421,0.459,0.219,0.356,0.22,14.965978409540394
0.728,0.346,0.534,0.223,0.6,16.71994239510895
0.394,0.739,0.733,0.395,0.741,29.608995306879738
0.798,0.695,0.707,0.349,0.546,25.324867812907037
0.24,0.257,0.799,0.396,0.649,16.589381589702
0.684,0.715,0.799,0.345,0.224,22.45168601813192
0.447,0.278,0.213,0.416,0.67,16.038408732081024
0.54,0.388,0.593,0.339,0.209,16.498930462879805
0.659,0.574,0.657,0.223,0.702,18.890488392539165
0.572,0.538,0.575,0.719,0.552,31.94784285112042
0.549,0.794,0.654,0.465,0.624,31.875184829429895
0.434,0.337,0.558,0.757,0.757,23.854154486510218
0.405,0.517,0.327,0.797,0.789,31.374724825737687
0.59,0.683,0.629,0.556,0.232,26.015109503765988
0.473,0.605,0.607,0.424,0.765,29.28566572756416
0.3,0.5,0.615,0.618,0.589,32.62722344563261
0.365,0.294,0.582,0.56,0.308,17.103106421466272
0.623,0.473,0.601,0.702,0.302,24.242799643066107
0.211,0.667,0.566,0.62,0.703,28.40459293085924
0.682,0.777,0.522,0.493,0.441,30.9943855171964
0.292,0.544,0.366,0.753,0.55,24.821741437133824
0.556,0.413,0.231,0.219,0.454,14.617969752254243
0.251,0.564,0.729,0.73,0.595,27.776589984069773
0.327,0.718,0.732,0.318,0.642,26.062636508029605
0.372,0.682,0.798,0.218,0.738,18.832736524758165
0.574,0.784,0.479,0.708,0.237,27.254830336339786
0.401,0.24,0.785,0.69,0.712,20.471143699467646
0.763,0.251,0.431,0.243,0.326,18.541065802216718
0.338,0.481,0.361,0.261,0.3,18.199806453038057
0.288,0.784,0.656,0.781,0.464,24.703662328792333
0.367,0.679,0.396,0.38,0.34,25.643364418361752
0.278,0.354,0.413,0.604,0.238,17.192151172794762
0.326,0.685,0.288,0.406,0.719,24.007781031848378
0.293,0.25,0.491,0.381,0.538,17.738586445901266
0.682,0.282,0.548,0.503,0.286,17.300741429531996
0.574,0.364,0.493,0.249,0.476,20.754320338521207
0.384,0.693,0.234,0.451,0.475,23.163053757989662
0.635,0.545,0.6,0.666,0.717,34.6088906097559
0.388,0.523,0.704,0.794,0.734,32.178549790763476
0.423,0.317,0.494,0.645,0.496,19.845099151961662
0.49,0.703,0.417,0.716,0.444,29.200951553370103
0.397,0.472,0.657,0.276,0.318,20.822694381596882
0.771,0.305,0.541,0.548,0.494,27.398516262398317
0.587,0.338,0.532,0.423,0.597,23.37234460820626
0.285,0.543,0.311,0.367,0.331,20.266676805572416
0.31,0.695,0.371,0.756,0.782,29.25694755455187
0.543,0.286,0.425,0.679,0.42,18.748947106772825
0.252,0.534,0.707,0.678,0.305,20.18378308738103
0.604,0.332,0.331,0.724,0.35,19.256091114120963
0.358,0.2,0.722,0.676,0.576,16.277120953971824
0.65,0.291,0.475,0.411,0.256,16.56682585033035
0.492,0.752,0.224,0.375,0.325,19.742990522301863
0.343,0.745,0.481,0.48,0.656,27.22624796379749
0.293,0.492,0.458,0.558,0.8,26.684661213998417
0.662,0.439,0.697,0.302,0.218,17.701408500565762
0.323,0.404,0.506,0.569,0.746,27.666136984879653
0.506,0.501,0.23,0.221,0.531,16.252320602564915
0.463,0.704,0.296,0.215,0.469,16.43794343940039
0.342,0.23,0.635,0.267,0.565,15.07607305799644
0.369,0.304,0.428,0.681,0.435,19.347987385505895
0.65,0.275,0.664,0.342,0.606,22.585017831624352
0.539,0.757,0.432,0.24,0.211,16.99053028679482
0.696,0.515,0.665,0.341,0.407,24.71906458111223
0.218,0.777,0.601,0.76,0.359,24.292129005645865
0.567,0.607,0.391,0.709,0.768,33.86176380484879
0.731,0.643,0.366,0.369,0.778,26.475434301265533
0.206,0.63,0.624,0.574,0.794,26.70052552808344
0.387,0.404,0.247,0.466,0.357,17.937292419980842
0.406,0.701,0.761,0.311,0.424,24.680003911362785
0.757,0.237,0.255,0.298,0.557,15.915684409641734
0.29,0.781,0.468,0.501,0.348,20.571987804563797
0.483,0.597,0.651,0.652,0.547,32.14686464707879
0.743,0.69,0.654,0.233,0.204,16.692344259055417
0.327,0.598,0.447,0.441,0.731,25.561738760302546
0.737,0.746,0.388,0.615,0.363,28.45034844058599
0.314,0.311,0.405,0.458,0.699,21.39991478148332
0.272,0.641,0.519,0.373,0.496,25.8878799826179
0.38,0.558,0.46,0.299,0.27,20.109522612443033
0.528,0.741,0.406,0.64,0.595,30.717152026944937
0.759,0.693,0.54,0.594,0.739,42.59028809695009
0.44,0.396,0.206,0.696,0.681,23.420795800777956
0.263,0.546,0.478,0.271,0.788,18.64809744241983
0.329,0.24,0.557,0.643,0.219,13.640964395558544
0.595,0.519,0.262,0.304,0.541,17.33670461782186
0.378,0.763,0.691,0.79,0.356,28.13405904923049
0.782,0.459,0.409,0.23,0.232,20.830870980370687
0.615,0.475,0.336,0.568,0.352,22.579186648811955
0.547,0.416,0.694,0.692,0.486,26.785711020023474
0.41,0.418,0.683,0.397,0.325,22.29710759776874
0.251,0.48,0.489,0.705,0.333,19.91052580480036
0.429,0.685,0.694,0.431,0.475,29.424631050161747
0.382,0.76,0.271,0.76,0.61,25.49600199736675
0.519,0.22,0.485,0.445,0.297,14.226814845849198
0.594,0.783,0.537,0.629,0.241,27.46316976770471
0.451,0.27,0.568,0.763,0.597,23.148887473610262
0.246,0.413,0.53,0.442,0.7,22.85056827368017
0.689,0.567,0.424,0.353,0.264,21.012934661047492
0.413,0.448,0.605,0.595,0.242,18.1210571126015
0.437,0.309,0.294,0.696,0.225,14.860727824429887
0.452,0.301,0.728,0.534,0.339,18.719137166211908
0.501,0.639,0.775,0.332,0.732,25.21774112099993
0.761,0.75,0.581,0.578,0.442,34.25251862009157
0.651,0.519,0.606,0.457,0.639,31.204914286034896
0.695,0.288,0.7,0.524,0.707,21.038860328285665
0.459,0.427,0.749,0.351,0.707,26.238003058564797
0.49,0.508,0.385,0.544,0.395,25.234890931421663
0.224,0.363,0.204,0.787,0.779,20.423795671529888
0.437,0.637,0.407,0.603,0.683,33.14813397468051
0.768,0.44,0.67,0.36,0.794,24.702455396423186
0.215,0.562,0.596,0.613,0.272,17.152203738250904
0.763,0.309,0.574,0.334,0.384,20.11769492902833
0.528,0.45,0.296,0.303,0.451,18.658876442327998
0.654,0.739,0.25,0.436,0.26,19.87797776105922
0.21,0.597,0.561,0.298,0.34,17.39015183314547
0.214,0.701,0.785,0.281,0.339,19.43729913260517
0.721,0.756,0.452,0.23,0.224,17.036592397814168
0.544,0.436,0.217,0.55,0.207,14.528442528067037
0.672,0.384,0.224,0.553,0.439,23.759781173686946
0.784,0.527,0.365,0.626,0.363,22.726510578159377
0.743,0.425,0.53,0.23,0.456,16.336489302214197
0.699,0.683,0.335,0.336,0.69,23.083149524117637
0.758,0.257,0.47,0.402,0.722,17.42478176251507
0.25,0.327,0.651,0.231,0.496,16.141330695903097
0.465,0.401,0.437,0.518,0.297,26.555546316622657
0.543,0.683,0.656,0.292,0.29,21.679069606667014
0.361,0.417,0.445,0.608,0.234,21.891499160794723
0.221,0.435,0.618,0.316,0.585,19.7608233819238
0.356,0.732,0.737,0.378,0.338,25.245084758877244
0.447,0.344,0.603,0.696,0.604,26.121848359602634
0.695,0.438,0.294,0.643,0.416,20.874100805152608
0.603,0.362,0.249,0.796,0.294,16.154723700406127
0.793,0.786,0.676,0.596,0.547,37.21801514155398
0.72,0.374,0.481,0.572,0.447,30.66961453285748
0.456,0.398,0.539,0.71,0.321,21.100001039336792
0.761,0.613,0.694,0.534,0.668,35.6350999532947
0.21,0.691,0.224,0.734,0.795,27.238881398031626
0.376,0.326,0.659,0.352,0.719,20.504620213790467
0.262,0.276,0.787,0.604,0.708,19.424068988344263
0.395,0.606,0.557,0.562,0.61,31.358134806065056
0.545,0.457,0.366,0.661,0.336,21.11495178530087
0.615,0.34,0.575,0.648,0.331,20.81889541962618
0.236,0.279,0.564,0.71,0.227,15.388529542875954
0.64,0.405,0.487,0.757,0.399,23.895825002342505
0.479,0.208,0.249,0.355,0.217,12.073984904724902
0.579,0.456,0.529,0.305,0.378,21.41861178038744
0.598,0.779,0.23,0.734,0.546,28.88036833785286
0.538,0.5,0.242,0.254,0.561,17.507414040962058
0.405,0.75,0.444,0.286,0.629,22.72677234212315
0.376,0.515,0.619,0.74,0.675,35.67981528985007
0.606,0.608,0.768,0.377,0.201,18.800233751695917
0.363,0.331,0.597,0.58,0.556,21.693924605792844
0.21,0.637,0.394,0.599,0.534,21.457586619570293
0.406,0.281,0.257,0.699,0.751,19.418478904324477
0.59,0.262,0.441,0.637,0.668,18.921866503391207
0.271,0.2,0.627,0.414,0.353,12.93310823346833
0.208,0.524,0.711,0.775,0.539,23.106017716177092
0.509,0.251,0.529,0.428,0.564,17.467451170361993
0.433,0.344,0.257,0.389,0.258,15.748042869740061
0.306,0.792,0.466,0.519,0.724,35.11051929410425
0.797,0.55,0.687,0.396,0.383,26.69064340043704
0.442,0.604,0.609,0.389,0.28,22.78958671548892
0.579,0.277,0.547,0.616,0.62,19.719531142277123
0.652,0.724,0.5,0.638,0.572,34.86658648353033
0.312,0.215,0.371,0.466,0.57,17.068845905285254
0.71,0.318,0.275,0.778,0.265,16.121389203255422
0.487,0.551,0.525,0.252,0.234,16.910079833345574
0.263,0.551,0.527,0.34,0.583,22.112887783131086
0.692,0.225,0.499,0.614,0.351,14.761376628149474
0.385,0.568,0.739,0.686,0.55,30.914580670001186
0.638,0.419,0.585,0.48,0.314,21.821136946714347
0.621,0.534,0.415,0.747,0.213,19.57380991710074
0.389,0.234,0.66,0.621,0.399,16.10415331473958
0.605,0.438,0.654,0.473,0.447,27.830151204297636
0.761,0.351,0.272,0.551,0.782,23.719347031783034
0.427,0.237,0.404,0.504,0.297,15.132978213120861
0.595,0.799,0.471,0.413,0.44,29.95121887525019
0.269,0.73,0.449,0.432,0.596,25.968325848338367
0.465,0.589,0.237,0.688,0.764,24.640548632126475
0.589,0.773,0.291,0.486,0.561,28.984018684149355
0.549,0.441,0.403,0.276,0.435,19.023419781984938
0.298,0.641,0.325,0.235,0.531,18.283190218239994
0.557,0.723,0.546,0.407,0.682,30.372897846756857
0.524,0.248,0.54,0.745,0.438,22.461843238629715
0.378,0.286,0.291,0.46,0.557,19.777638672749177
0.248,0.764,0.653,0.552,0.697,26.80068421486076
0.248,0.486,0.578,0.697,0.67,25.261077230392363
0.366,0.765,0.275,0.725,0.783,30.977276035548115
0.306,0.633,0.224,0.443,0.51,22.826951975209205
0.548,0.762,0.603,0.489,0.686,33.3177543297668
0.77,0.213,0.79,0.252,0.689,13.93346742686247
0.368,0.279,0.464,0.586,0.429,21.146083895804626
0.233,0.56,0.741,0.43,0.33,22.51173322594996
0.466,0.229,0.692,0.696,0.553,17.655358483670007
0.412,0.68,0.533,0.696,0.579,28.66130676815731
0.671,0.559,0.448,0.775,0.525,33.470332237018226
0.563,0.332,0.575,0.543,0.311,19.76364249439116
0.236,0.563,0.658,0.514,0.336,20.129950751735457
0.6,0.248,0.465,0.298,0.311,16.51975800306976
0.321,0.432,0.231,0.439,0.507,24.887031399882336
0.49,0.43,0.703,0.287,0.503,21.765253190332768
0.237,0.243,0.544,0.54,0.727,17.985034563422843
0.535,0.776,0.229,0.259,0.226,15.897712950222436
0.311,0.525,0.587,0.227,0.768,17.76952795846192
0.705,0.378,0.246,0.302,0.276,15.880786208877261
0.274,0.511,0.348,0.415,0.794,22.30108614682251
0.611,0.769,0.286,0.429,0.533,23.271844815774976
0.246,0.203,0.602,0.585,0.446,14.911338177980959
0.494,0.449,0.214,0.401,0.306,16.38677557798292
0.259,0.774,0.56,0.637,0.389,29.241348619690047
0.436,0.342,0.258,0.307,0.679,16.945163938223942
0.607,0.528,0.485,0.753,0.244,24.81259892538024
0.368,0.41,0.669,0.796,0.344,23.300750938327074
0.725,0.698,0.335,0.44,0.446,26.082522182452408
0.787,0.309,0.679,0.401,0.639,20.632868877803407
0.452,0.547,0.7,0.682,0.72,34.81225414301845
0.236,0.615,0.284,0.449,0.529,20.205671853000837
0.442,0.512,0.798,0.281,0.605,22.32483078720218
0.438,0.28,0.295,0.77,0.728,19.943244241086504
0.744,0.795,0.325,0.413,0.602,25.73927677815216
0.49,0.451,0.415,0.556,0.545,29.32694573833553
0.297,0.483,0.532,0.542,0.326,22.813216573890976
0.645,0.215,0.413,0.668,0.538,20.328595922535143
0.357,0.617,0.54,0.678,0.641,32.525252976336134
0.566,0.493,0.28,0.357,0.451,20.521071933329267
0.56,0.508,0.373,0.204,0.498,16.046041839205554
0.371,0.641,0.214,0.551,0.765,24.4283991326546
0.305,0.483,0.255,0.575,0.53,22.430409088303822
0.444,0.513,0.738,0.318,0.214,19.470344262085018
0.717,0.546,0.734,0.558,0.686,34.66897506371203
0.458,0.65,0.748,0.543,0.308,25.855975141678453
0.361,0.319,0.348,0.384,0.533,20.553472507047186
0.553,0.456,0.569,0.249,0.253,17.9382538236134
0.303,0.511,0.328,0.37,0.44,21.52878494264624
0.687,0.208,0.59,0.601,0.679,16.711007028986092
0.76,0.212,0.292,0.732,0.475,14.384196689690574
0.539,0.598,0.607,0.759,0.798,37.89010777026155
0.632,0.372,0.728,0.23,0.339,16.781641486406322
0.738,0.354,0.332,0.283,0.715,18.58842688378913
0.5,0.605,0.343,0.655,0.656,31.536521195360315
0.388,0.446,0.326,0.786,0.587,23.87198778340445
0.761,0.382,0.669,0.66,0.615,26.052850855561978
0.779,0.436,0.278,0.603,0.638,22.827304926034532
0.545,0.324,0.503,0.387,0.456,20.725805552518135
0.587,0.647,0.339,0.443,0.361,23.952767347926734
0.319,0.67,0.746,0.422,0.651,27.953846944761786
0.738,0.708,0.31,0.774,0.426,24.583985347613584
0.404,0.237,0.492,0.265,0.349,15.164142125200245
0.39,0.685,0.725,0.381,0.715,28.15155526154013
0.714,0.659,0.288,0.614,0.767,36.099280971462605
0.61,0.399,0.5,0.587,0.506,26.161104499521375
0.272,0.387,0.681,0.717,0.282,19.896071371281316
0.771,0.397,0.597,0.651,0.687,26.656718326629225
0.767,0.388,0.715,0.279,0.623,19.906923402110937
0.645,0.607,0.351,0.724,0.301,23.015969220926713
0.232,0.63,0.485,0.709,0.43,20.01047592148073
0.301,0.702,0.529,0.314,0.632,24.576115345859556
0.507,0.563,0.477,0.697,0.698,36.03512015840972
0.626,0.263,0.703,0.603,0.618,20.386192323204106
0.418,0.728,0.635,0.268,0.445,20.5247410203027
0.732,0.228,0.777,0.607,0.579,17.82706531530904
0.362,0.349,0.765,0.379,0.665,22.105183713915615
0.436,0.284,0.206,0.527,0.785,17.736891463285502
0.421,0.414,0.406,0.512,0.464,26.163233672039404
0.728,0.503,0.505,0.283,0.79,26.7119776198544
0.35,0.244,0.598,0.557,0.449,16.342875537243952
0.453,0.671,0.317,0.692,0.589,26.283767686516498
0.451,0.475,0.354,0.651,0.508,24.459406246830163
0.393,0.558,0.797,0.461,0.752,28.64597804383273
0.407,0.233,0.323,0.451,0.332,14.824007533368192
0.2,0.749,0.706,0.645,0.301,18.74434923642868
0.272,0.241,0.634,0.757,0.458,15.907003705235024
0.271,0.507,0.409,0.425,0.573,18.668849624022315
0.631,0.266,0.221,0.797,0.34,14.460163532867888
0.232,0.314,0.223,0.435,0.681,18.206178949526123
0.405,0.467,0.605,0.505,0.717,28.81684350240284
0.72,0.206,0.667,0.476,0.793,16.382221087895374
0.49,0.792,0.653,0.349,0.523,26.157251573565844
0.795,0.715,0.258,0.624,0.407,22.373713527407613
0.204,0.442,0.341,0.691,0.402,20.358567898220933
0.697,0.2,0.385,0.345,0.34,14.282791389598465
0.241,0.312,0.533,0.375,0.45,18.529593988376263
0.426,0.726,0.743,0.496,0.398,27.60899906510438
0.264,0.772,0.236,0.379,0.379,17.644382979511384
0.392,0.299,0.67,0.273,0.581,18.762285231503057
0.274,0.242,0.746,0.314,0.693,17.90100759254212
0.527,0.247,0.773,0.348,0.716,20.554884124621424
0.301,0.712,0.208,0.507,0.662,21.032863133259255
0.761,0.746,0.692,0.733,0.32,27.117193779049934
0.371,0.373,0.426,0.436,0.527,23.49221399794
0.296,0.615,0.301,0.386,0.502,23.11090457095983
0.678,0.644,0.587,0.293,0.528,23.002513978372384
0.252,0.426,0.448,0.224,0.364,15.817327991490536
0.773,0.772,0.411,0.226,0.307,18.437301693851452
0.435,0.769,0.285,0.658,0.265,21.455144595046107
0.789,0.429,0.665,0.406,0.577,26.459445062286502
0.315,0.288,0.763,0.751,0.732,21.33192853586496
0.575,0.685,0.241,0.401,0.388,20.71135516176856
0.581,0.414,0.289,0.558,0.689,26.596984298031447
0.429,0.279,0.318,0.342,0.38,17.197266922991194
0.586,0.561,0.618,0.418,0.694,27.467521658014615
0.322,0.481,0.681,0.308,0.266,19.378092914781117
0.73,0.406,0.61,0.215,0.614,16.757763355171537
0.39,0.233,0.566,0.344,0.432,15.69299052576895
0.248,0.288,0.379,0.254,0.746,15.420340971939012
0.204,0.49,0.274,0.385,0.756,17.051106414751448
0.297,0.779,0.323,0.645,0.528,22.137043451022812
0.731,0.532,0.521,0.317,0.3,21.22495151488059
0.75,0.397,0.423,0.656,0.403,24.138282909027936
0.771,0.643,0.558,0.729,0.23,24.226047019335745
0.354,0.479,0.336,0.646,0.752,26.488773256537208
0.454,0.405,0.777,0.467,0.493,27.886668319718513
0.411,0.746,0.541,0.657,0.687,36.903575687387445
0.405,0.46,0.709,0.418,0.676,26.221728560450266
0.765,0.574,0.645,0.683,0.707,36.33138952645792
0.437,0.231,0.441,0.604,0.47,15.736705569387789
0.649,0.414,0.581,0.312,0.65,23.502954200427798
