ID,rc_11,rc_14,rc_15,rc_26,rc_37,threshold,prediction
1,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,3.461490355766073
1,0.0,1.0,0.0,0.0,0.0,0.38449999690055847,3.461490355766073
1,0.0,0.0,0.0,1.0,0.0,0.3435000032186508,3.461490355766073
1,0.0,1.0,0.0,0.0,0.0,0.2499999925494194,3.461490355766073
2,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,7.2448140321548244
2,0.0,1.0,0.0,0.0,0.0,0.38449999690055847,7.2448140321548244
2,0.0,0.0,0.0,1.0,0.0,0.3435000032186508,7.2448140321548244
2,0.0,-1.0,0.0,0.0,0.0,-0.2500009925494194,7.2448140321548244
2,0.0,0.0,0.0,0.0,1.0,0.4399999976158142,7.2448140321548244
3,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,10.745895726668085
3,0.0,1.0,0.0,0.0,0.0,0.38449999690055847,10.745895726668085
3,0.0,0.0,0.0,1.0,0.0,0.3435000032186508,10.745895726668085
3,0.0,-1.0,0.0,0.0,0.0,-0.2500009925494194,10.745895726668085
3,0.0,0.0,0.0,0.0,-1.0,-0.4400009976158142,10.745895726668085
4,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,0.3836523485114058
4,0.0,1.0,0.0,0.0,0.0,0.38449999690055847,0.3836523485114058
4,0.0,0.0,0.0,-1.0,0.0,-0.3435010032186508,0.3836523485114058
4,0.0,0.0,0.0,0.0,1.0,0.49150000512599945,0.3836523485114058
5,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,2.961811975621586
5,0.0,1.0,0.0,0.0,0.0,0.38449999690055847,2.961811975621586
5,0.0,0.0,0.0,-1.0,0.0,-0.3435010032186508,2.961811975621586
5,0.0,0.0,0.0,0.0,-1.0,-0.4915010051259994,2.961811975621586
5,0.0,0.0,0.0,0.0,1.0,0.6330000162124634,2.961811975621586
6,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,4.25412041890004
6,0.0,1.0,0.0,0.0,0.0,0.38449999690055847,4.25412041890004
6,0.0,0.0,0.0,-1.0,0.0,-0.3435010032186508,4.25412041890004
6,0.0,0.0,0.0,0.0,-1.0,-0.4915010051259994,4.25412041890004
6,0.0,0.0,0.0,0.0,-1.0,-0.6330010162124634,4.25412041890004
7,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,6.189868395136687
7,0.0,-1.0,0.0,0.0,0.0,-0.38450099690055844,6.189868395136687
7,0.0,0.0,0.0,0.0,1.0,0.4424999952316284,6.189868395136687
7,0.0,0.0,0.0,1.0,0.0,0.42649999260902405,6.189868395136687
7,0.0,0.0,0.0,0.0,1.0,0.3920000046491623,6.189868395136687
7,0.0,0.0,0.0,1.0,0.0,0.3330000042915344,6.189868395136687
7,0.0,0.0,0.0,0.0,1.0,0.2750000059604645,6.189868395136687
8,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,9.96872264835479
8,0.0,-1.0,0.0,0.0,0.0,-0.38450099690055844,9.96872264835479
8,0.0,0.0,0.0,0.0,1.0,0.4424999952316284,9.96872264835479
8,0.0,0.0,0.0,1.0,0.0,0.42649999260902405,9.96872264835479
8,0.0,0.0,0.0,0.0,1.0,0.3920000046491623,9.96872264835479
8,0.0,0.0,0.0,1.0,0.0,0.3330000042915344,9.96872264835479
8,0.0,0.0,0.0,0.0,-1.0,-0.27500100596046445,9.96872264835479
9,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,4.158000262835425
9,0.0,-1.0,0.0,0.0,0.0,-0.38450099690055844,4.158000262835425
9,0.0,0.0,0.0,0.0,1.0,0.4424999952316284,4.158000262835425
9,0.0,0.0,0.0,1.0,0.0,0.42649999260902405,4.158000262835425
9,0.0,0.0,0.0,0.0,1.0,0.3920000046491623,4.158000262835425
9,0.0,0.0,0.0,-1.0,0.0,-0.3330010042915344,4.158000262835425
10,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,11.7585222547447
10,0.0,-1.0,0.0,0.0,0.0,-0.38450099690055844,11.7585222547447
10,0.0,0.0,0.0,0.0,1.0,0.4424999952316284,11.7585222547447
10,0.0,0.0,0.0,1.0,0.0,0.42649999260902405,11.7585222547447
10,0.0,0.0,0.0,0.0,-1.0,-0.39200100464916227,11.7585222547447
11,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,2.2593074365072976
11,0.0,-1.0,0.0,0.0,0.0,-0.38450099690055844,2.2593074365072976
11,0.0,0.0,0.0,0.0,1.0,0.4424999952316284,2.2593074365072976
11,0.0,0.0,0.0,-1.0,0.0,-0.426500992609024,2.2593074365072976
12,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,7.298776271082972
12,0.0,-1.0,0.0,0.0,0.0,-0.38450099690055844,7.298776271082972
12,0.0,0.0,0.0,0.0,-1.0,-0.4425009952316284,7.298776271082972
12,0.0,0.0,1.0,0.0,0.0,0.44599999487400055,7.298776271082972
12,0.0,0.0,1.0,0.0,0.0,0.2939999997615814,7.298776271082972
12,1.0,0.0,0.0,0.0,0.0,0.42000000178813934,7.298776271082972
13,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,8.823092167721935
13,0.0,-1.0,0.0,0.0,0.0,-0.38450099690055844,8.823092167721935
13,0.0,0.0,0.0,0.0,-1.0,-0.4425009952316284,8.823092167721935
13,0.0,0.0,1.0,0.0,0.0,0.44599999487400055,8.823092167721935
13,0.0,0.0,1.0,0.0,0.0,0.2939999997615814,8.823092167721935
13,-1.0,0.0,0.0,0.0,0.0,-0.4200010017881393,8.823092167721935
14,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,11.658645336442085
14,0.0,-1.0,0.0,0.0,0.0,-0.38450099690055844,11.658645336442085
14,0.0,0.0,0.0,0.0,-1.0,-0.4425009952316284,11.658645336442085
14,0.0,0.0,1.0,0.0,0.0,0.44599999487400055,11.658645336442085
14,0.0,0.0,-1.0,0.0,0.0,-0.2940009997615814,11.658645336442085
15,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,10.619814427659854
15,0.0,-1.0,0.0,0.0,0.0,-0.38450099690055844,10.619814427659854
15,0.0,0.0,0.0,0.0,-1.0,-0.4425009952316284,10.619814427659854
15,0.0,0.0,-1.0,0.0,0.0,-0.4460009948740005,10.619814427659854
15,0.0,0.0,0.0,1.0,0.0,0.3244999945163727,10.619814427659854
15,0.0,0.0,0.0,1.0,0.0,0.2580000013113022,10.619814427659854
16,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,13.35345771466165
16,0.0,-1.0,0.0,0.0,0.0,-0.38450099690055844,13.35345771466165
16,0.0,0.0,0.0,0.0,-1.0,-0.4425009952316284,13.35345771466165
16,0.0,0.0,-1.0,0.0,0.0,-0.4460009948740005,13.35345771466165
16,0.0,0.0,0.0,1.0,0.0,0.3244999945163727,13.35345771466165
16,0.0,0.0,0.0,-1.0,0.0,-0.25800100131130216,13.35345771466165
17,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,14.429228332375322
17,0.0,-1.0,0.0,0.0,0.0,-0.38450099690055844,14.429228332375322
17,0.0,0.0,0.0,0.0,-1.0,-0.4425009952316284,14.429228332375322
17,0.0,0.0,-1.0,0.0,0.0,-0.4460009948740005,14.429228332375322
17,0.0,0.0,0.0,-1.0,0.0,-0.32450099451637265,14.429228332375322
17,1.0,0.0,0.0,0.0,0.0,0.43299999833106995,14.429228332375322
18,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,16.977346411187796
18,0.0,-1.0,0.0,0.0,0.0,-0.38450099690055844,16.977346411187796
18,0.0,0.0,0.0,0.0,-1.0,-0.4425009952316284,16.977346411187796
18,0.0,0.0,-1.0,0.0,0.0,-0.4460009948740005,16.977346411187796
18,0.0,0.0,0.0,-1.0,0.0,-0.32450099451637265,16.977346411187796
18,-1.0,0.0,0.0,0.0,0.0,-0.4330009983310699,16.977346411187796
18,0.0,0.0,0.0,1.0,0.0,0.3904999941587448,16.977346411187796
19,0.0,0.0,0.0,1.0,0.0,0.4895000010728836,19.519967270040663
19,0.0,-1.0,0.0,0.0,0.0,-0.38450099690055844,19.519967270040663
19,0.0,0.0,0.0,0.0,-1.0,-0.4425009952316284,19.519967270040663
19,0.0,0.0,-1.0,0.0,0.0,-0.4460009948740005,19.519967270040663
19,0.0,0.0,0.0,-1.0,0.0,-0.32450099451637265,19.519967270040663
19,-1.0,0.0,0.0,0.0,0.0,-0.4330009983310699,19.519967270040663
19,0.0,0.0,0.0,-1.0,0.0,-0.3905009941587448,19.519967270040663
20,0.0,0.0,0.0,-1.0,0.0,-0.4895010010728836,0.0
20,0.0,0.0,0.0,0.0,1.0,0.6520000100135803,0.0
20,0.0,0.0,0.0,1.0,0.0,0.5629999935626984,0.0
20,0.0,0.0,0.0,0.0,1.0,0.48999999463558197,0.0
20,1.0,0.0,0.0,0.0,0.0,0.6145000159740448,0.0
20,0.0,0.0,1.0,0.0,0.0,0.5810000002384186,0.0
