ID,rc_11,rc_14,rc_15,rc_26,rc_37,threshold,prediction
1,0.0,1.0,0.0,0.0,0.0,0.43950000405311584,9.397418739252128
1,0.0,0.0,0.0,1.0,0.0,0.3334999978542328,9.397418739252128
1,0.0,1.0,0.0,0.0,0.0,0.25199998915195465,9.397418739252128
2,0.0,1.0,0.0,0.0,0.0,0.43950000405311584,3.324740121994593
2,0.0,0.0,0.0,1.0,0.0,0.3334999978542328,3.324740121994593
2,0.0,-1.0,0.0,0.0,0.0,-0.2520009891519546,3.324740121994593
2,0.0,0.0,0.0,1.0,0.0,0.2685000002384186,3.324740121994593
2,0.0,0.0,1.0,0.0,0.0,0.45100000500679016,3.324740121994593
3,0.0,1.0,0.0,0.0,0.0,0.43950000405311584,4.002793712643018
3,0.0,0.0,0.0,1.0,0.0,0.3334999978542328,4.002793712643018
3,0.0,-1.0,0.0,0.0,0.0,-0.2520009891519546,4.002793712643018
3,0.0,0.0,0.0,1.0,0.0,0.2685000002384186,4.002793712643018
3,0.0,0.0,-1.0,0.0,0.0,-0.45100100500679013,4.002793712643018
4,0.0,1.0,0.0,0.0,0.0,0.43950000405311584,5.842566767995042
4,0.0,0.0,0.0,1.0,0.0,0.3334999978542328,5.842566767995042
4,0.0,-1.0,0.0,0.0,0.0,-0.2520009891519546,5.842566767995042
4,0.0,0.0,0.0,-1.0,0.0,-0.26850100023841855,5.842566767995042
5,0.0,1.0,0.0,0.0,0.0,0.43950000405311584,5.952281691267377
5,0.0,0.0,0.0,-1.0,0.0,-0.33350099785423276,5.952281691267377
5,0.0,0.0,1.0,0.0,0.0,0.3634999990463257,5.952281691267377
5,0.0,0.0,0.0,1.0,0.0,0.4450000077486038,5.952281691267377
6,0.0,1.0,0.0,0.0,0.0,0.43950000405311584,5.706553889599584
6,0.0,0.0,0.0,-1.0,0.0,-0.33350099785423276,5.706553889599584
6,0.0,0.0,1.0,0.0,0.0,0.3634999990463257,5.706553889599584
6,0.0,0.0,0.0,-1.0,0.0,-0.4450010077486038,5.706553889599584
6,0.0,0.0,0.0,0.0,1.0,0.3959999978542328,5.706553889599584
7,0.0,1.0,0.0,0.0,0.0,0.43950000405311584,8.937894824205806
7,0.0,0.0,0.0,-1.0,0.0,-0.33350099785423276,8.937894824205806
7,0.0,0.0,1.0,0.0,0.0,0.3634999990463257,8.937894824205806
7,0.0,0.0,0.0,-1.0,0.0,-0.4450010077486038,8.937894824205806
7,0.0,0.0,0.0,0.0,-1.0,-0.39600099785423276,8.937894824205806
8,0.0,1.0,0.0,0.0,0.0,0.43950000405311584,10.090392682130146
8,0.0,0.0,0.0,-1.0,0.0,-0.33350099785423276,10.090392682130146
8,0.0,0.0,-1.0,0.0,0.0,-0.36350099904632566,10.090392682130146
8,0.0,0.0,0.0,0.0,1.0,0.32750000059604645,10.090392682130146
8,0.0,1.0,0.0,0.0,0.0,0.30949999392032623,10.090392682130146
9,0.0,1.0,0.0,0.0,0.0,0.43950000405311584,6.123486249069165
9,0.0,0.0,0.0,-1.0,0.0,-0.33350099785423276,6.123486249069165
9,0.0,0.0,-1.0,0.0,0.0,-0.36350099904632566,6.123486249069165
9,0.0,0.0,0.0,0.0,1.0,0.32750000059604645,6.123486249069165
9,0.0,-1.0,0.0,0.0,0.0,-0.3095009939203262,6.123486249069165
10,0.0,1.0,0.0,0.0,0.0,0.43950000405311584,9.34633204256559
10,0.0,0.0,0.0,-1.0,0.0,-0.33350099785423276,9.34633204256559
10,0.0,0.0,-1.0,0.0,0.0,-0.36350099904632566,9.34633204256559
10,0.0,0.0,0.0,0.0,-1.0,-0.3275010005960464,9.34633204256559
10,1.0,0.0,0.0,0.0,0.0,0.3684999942779541,9.34633204256559
10,0.0,0.0,0.0,0.0,1.0,0.5640000104904175,9.34633204256559
11,0.0,1.0,0.0,0.0,0.0,0.43950000405311584,11.078786718488324
11,0.0,0.0,0.0,-1.0,0.0,-0.33350099785423276,11.078786718488324
11,0.0,0.0,-1.0,0.0,0.0,-0.36350099904632566,11.078786718488324
11,0.0,0.0,0.0,0.0,-1.0,-0.3275010005960464,11.078786718488324
11,1.0,0.0,0.0,0.0,0.0,0.3684999942779541,11.078786718488324
11,0.0,0.0,0.0,0.0,-1.0,-0.5640010104904175,11.078786718488324
12,0.0,1.0,0.0,0.0,0.0,0.43950000405311584,11.966476222503907
12,0.0,0.0,0.0,-1.0,0.0,-0.33350099785423276,11.966476222503907
12,0.0,0.0,-1.0,0.0,0.0,-0.36350099904632566,11.966476222503907
12,0.0,0.0,0.0,0.0,-1.0,-0.3275010005960464,11.966476222503907
12,-1.0,0.0,0.0,0.0,0.0,-0.3685009942779541,11.966476222503907
12,0.0,0.0,0.0,1.0,0.0,0.41349999606609344,11.966476222503907
13,0.0,1.0,0.0,0.0,0.0,0.43950000405311584,12.103720981260274
13,0.0,0.0,0.0,-1.0,0.0,-0.33350099785423276,12.103720981260274
13,0.0,0.0,-1.0,0.0,0.0,-0.36350099904632566,12.103720981260274
13,0.0,0.0,0.0,0.0,-1.0,-0.3275010005960464,12.103720981260274
13,-1.0,0.0,0.0,0.0,0.0,-0.3685009942779541,12.103720981260274
13,0.0,0.0,0.0,-1.0,0.0,-0.4135009960660934,12.103720981260274
13,0.0,0.0,0.0,0.0,1.0,0.41449999809265137,12.103720981260274
14,0.0,1.0,0.0,0.0,0.0,0.43950000405311584,14.158531169958561
14,0.0,0.0,0.0,-1.0,0.0,-0.33350099785423276,14.158531169958561
14,0.0,0.0,-1.0,0.0,0.0,-0.36350099904632566,14.158531169958561
14,0.0,0.0,0.0,0.0,-1.0,-0.3275010005960464,14.158531169958561
14,-1.0,0.0,0.0,0.0,0.0,-0.3685009942779541,14.158531169958561
14,0.0,0.0,0.0,-1.0,0.0,-0.4135009960660934,14.158531169958561
14,0.0,0.0,0.0,0.0,-1.0,-0.41450099809265134,14.158531169958561
15,0.0,-1.0,0.0,0.0,0.0,-0.4395010040531158,2.0472214208920403
15,0.0,0.0,0.0,1.0,0.0,0.5239999890327454,2.0472214208920403
15,0.0,0.0,1.0,0.0,0.0,0.2629999965429306,2.0472214208920403
15,0.0,1.0,0.0,0.0,0.0,0.6214999854564667,2.0472214208920403
16,0.0,-1.0,0.0,0.0,0.0,-0.4395010040531158,0.8454537295174331
16,0.0,0.0,0.0,1.0,0.0,0.5239999890327454,0.8454537295174331
16,0.0,0.0,1.0,0.0,0.0,0.2629999965429306,0.8454537295174331
16,0.0,-1.0,0.0,0.0,0.0,-0.6215009854564667,0.8454537295174331
17,0.0,-1.0,0.0,0.0,0.0,-0.4395010040531158,2.652791756504988
17,0.0,0.0,0.0,1.0,0.0,0.5239999890327454,2.652791756504988
17,0.0,0.0,-1.0,0.0,0.0,-0.2630009965429306,2.652791756504988
17,1.0,0.0,0.0,0.0,0.0,0.29999999701976776,2.652791756504988
17,0.0,1.0,0.0,0.0,0.0,0.5864999890327454,2.652791756504988
18,0.0,-1.0,0.0,0.0,0.0,-0.4395010040531158,1.6815877312760563
18,0.0,0.0,0.0,1.0,0.0,0.5239999890327454,1.6815877312760563
18,0.0,0.0,-1.0,0.0,0.0,-0.2630009965429306,1.6815877312760563
18,1.0,0.0,0.0,0.0,0.0,0.29999999701976776,1.6815877312760563
18,0.0,-1.0,0.0,0.0,0.0,-0.5865009890327454,1.6815877312760563
19,0.0,-1.0,0.0,0.0,0.0,-0.4395010040531158,3.2928712933201525
19,0.0,0.0,0.0,1.0,0.0,0.5239999890327454,3.2928712933201525
19,0.0,0.0,-1.0,0.0,0.0,-0.2630009965429306,3.2928712933201525
19,-1.0,0.0,0.0,0.0,0.0,-0.30000099701976773,3.2928712933201525
19,0.0,1.0,0.0,0.0,0.0,0.69200000166893,3.2928712933201525
19,0.0,0.0,0.0,1.0,0.0,0.4624999910593033,3.2928712933201525
19,0.0,0.0,1.0,0.0,0.0,0.36499999463558197,3.2928712933201525
20,0.0,-1.0,0.0,0.0,0.0,-0.4395010040531158,4.377161949782489
20,0.0,0.0,0.0,1.0,0.0,0.5239999890327454,4.377161949782489
20,0.0,0.0,-1.0,0.0,0.0,-0.2630009965429306,4.377161949782489
20,-1.0,0.0,0.0,0.0,0.0,-0.30000099701976773,4.377161949782489
20,0.0,1.0,0.0,0.0,0.0,0.69200000166893,4.377161949782489
20,0.0,0.0,0.0,1.0,0.0,0.4624999910593033,4.377161949782489
20,0.0,0.0,-1.0,0.0,0.0,-0.36500099463558194,4.377161949782489
21,0.0,-1.0,0.0,0.0,0.0,-0.4395010040531158,7.331876221723623
21,0.0,0.0,0.0,1.0,0.0,0.5239999890327454,7.331876221723623
21,0.0,0.0,-1.0,0.0,0.0,-0.2630009965429306,7.331876221723623
21,-1.0,0.0,0.0,0.0,0.0,-0.30000099701976773,7.331876221723623
21,0.0,1.0,0.0,0.0,0.0,0.69200000166893,7.331876221723623
21,0.0,0.0,0.0,-1.0,0.0,-0.46250099105930326,7.331876221723623
22,0.0,-1.0,0.0,0.0,0.0,-0.4395010040531158,1.3563719394585652
22,0.0,0.0,0.0,1.0,0.0,0.5239999890327454,1.3563719394585652
22,0.0,0.0,-1.0,0.0,0.0,-0.2630009965429306,1.3563719394585652
22,-1.0,0.0,0.0,0.0,0.0,-0.30000099701976773,1.3563719394585652
22,0.0,-1.0,0.0,0.0,0.0,-0.6920010016689301,1.3563719394585652
22,0.0,0.0,0.0,0.0,1.0,0.5404999852180481,1.3563719394585652
22,1.0,0.0,0.0,0.0,0.0,0.5755000114440918,1.3563719394585652
23,0.0,-1.0,0.0,0.0,0.0,-0.4395010040531158,2.6113652264865777
23,0.0,0.0,0.0,1.0,0.0,0.5239999890327454,2.6113652264865777
23,0.0,0.0,-1.0,0.0,0.0,-0.2630009965429306,2.6113652264865777
23,-1.0,0.0,0.0,0.0,0.0,-0.30000099701976773,2.6113652264865777
23,0.0,-1.0,0.0,0.0,0.0,-0.6920010016689301,2.6113652264865777
23,0.0,0.0,0.0,0.0,1.0,0.5404999852180481,2.6113652264865777
23,-1.0,0.0,0.0,0.0,0.0,-0.5755010114440918,2.6113652264865777
24,0.0,-1.0,0.0,0.0,0.0,-0.4395010040531158,4.910135430585784
24,0.0,0.0,0.0,1.0,0.0,0.5239999890327454,4.910135430585784
24,0.0,0.0,-1.0,0.0,0.0,-0.2630009965429306,4.910135430585784
24,-1.0,0.0,0.0,0.0,0.0,-0.30000099701976773,4.910135430585784
24,0.0,-1.0,0.0,0.0,0.0,-0.6920010016689301,4.910135430585784
24,0.0,0.0,0.0,0.0,-1.0,-0.5405009852180481,4.910135430585784
25,0.0,-1.0,0.0,0.0,0.0,-0.4395010040531158,1.2632961774819225
25,0.0,0.0,0.0,-1.0,0.0,-0.5240009890327454,1.2632961774819225
25,1.0,0.0,0.0,0.0,0.0,0.43400000035762787,1.2632961774819225
25,1.0,0.0,0.0,0.0,0.0,0.3084999918937683,1.2632961774819225
25,0.0,0.0,0.0,0.0,1.0,0.5364999771118164,1.2632961774819225
26,0.0,-1.0,0.0,0.0,0.0,-0.4395010040531158,5.400707314383531
26,0.0,0.0,0.0,-1.0,0.0,-0.5240009890327454,5.400707314383531
