intercept,layer,node,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49
-0.2551844261796258,0,0,-0.13910811945559964,0.23582021398990788,-0.3591726432913203,0.1978010273118279,0.027891061640593802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.023190701828703874,0,1,0.19505617329403105,-0.13778387233109807,-0.018967433650928702,-0.37879038410979904,-0.5201722760177997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1433514456995413,0,2,0.6501860014673124,0.21392267699888695,0.38767090858447534,-0.1453328147620559,-0.08225081195406651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0769723623811966,0,3,-0.04939055248901544,-0.49618920151105056,-0.1231351900169768,-0.03482813656800666,-0.3505313111849336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.781820040278413,0,4,-0.2903364483752901,-0.4014788117218591,0.14169450321577357,0.46800479932569716,-0.3110575396705628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.014342547389423387,0,5,-0.23302714459734752,0.2640394601023484,-0.17122017488432664,-0.17600006279853597,-0.3289646106358732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7101574862109731,0,6,-0.34398644962233327,-0.0038855884173012493,0.35607042543596795,0.6242954519344383,-0.18208451185460756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5438204164594178,0,7,2.9252730936961346,1.1121412573156169,1.9956204067904324,-3.680923259889001,-0.6537768037821599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.046280885766447344,0,8,0.0667847522115349,-0.3003696711207614,-0.17912421711379048,-0.17328595736682578,-0.32689843884650693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.26609645045972197,0,9,0.13742841256265387,-0.11536635735622663,-0.2793976029427761,0.15073303191984977,-0.2240305356019631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0759712735940753,0,10,-0.316645819476673,-0.07352676418101971,-0.13886560341453674,-0.08732700088048717,0.03218784225078407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.33647936438894654,0,11,-0.038895925943628645,-0.48436410910486305,-0.5406320558845336,-0.25397076262895696,-0.21640402863081942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.43402597833121825,0,12,0.12000635690536303,0.11240054022459482,0.18299724471334786,-0.013822324696515405,-0.0014596707241246296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.32414831695800317,0,13,0.14946104055405074,-0.2625680994305672,0.5001007607067036,-0.12646387797365838,-0.09365503901555391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.721810826283314,0,14,0.9463354466242374,-0.3155286485400309,1.1751352425449726,-0.2311266502545078,0.5634898057924952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8140266777305354,0,15,0.5258583084642575,-0.6408500955699313,0.8358737527437078,0.11514388726804912,-0.2627411137056157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.5040478889334653,0,16,0.23477857280662848,-1.2234146727656263,6.2035123576955895,-2.102833566740793,-0.5553875089212044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.02478704415125142,0,17,-0.061730252962767705,0.1110082099607848,-0.27942583887009015,-0.28121429128799597,0.07818764608304521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3834096002319821,0,18,0.43707089167810587,1.6732956316128569,0.47794794872768864,-6.569125880882774,3.9414357011861743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.38815089257528834,0,19,-0.24355622889657522,0.16324074512216047,-0.10226471056840951,-0.07362469366897366,0.08140890538966872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.626133517431247,0,20,0.36900899041837026,-1.2940567882282483,0.5314585841031481,-0.3342160945622216,-0.7491001858651853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2819781737565057,0,21,0.5591790038190192,-0.29780995515582165,0.9108627630760896,-0.3354026864137048,0.3941926085608397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3954823496243374,0,22,-0.4747044606736368,-0.5953556597554891,-0.17492895606779355,-0.561394080072472,-0.48936969068663055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07898674460526013,0,23,-0.1773622078821772,0.09314579976128844,-0.33283758713742073,-0.2635104486881523,-0.17735055546500103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.7563243477527783,0,24,4.836064781985581,0.7255246611290455,5.529142877059442,1.641891245609076,6.251795525897777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6412687186732522,0,25,-0.11401803914690337,0.7056243828643025,-0.12078447136733325,0.5598263922192858,-0.22959227516139702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.814496969948002,0,26,0.06773447262088952,-0.9742996912944113,0.5968543882855244,-0.1530333659920508,-0.46241603417947236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.5797278444152738,0,27,0.7081421396800841,-0.5544937585564345,0.5684743459487315,-0.18306139034917607,0.14110836552282638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.7417802859409677,0,28,-1.0050708208917676,-1.701219882068372,-1.5911255813357932,2.687708287967278,-0.46767382854105666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.6811200393941914,0,29,-0.8376854843978149,-1.2287663151733692,0.9553195560780748,-1.6174881432599695,1.8777671267089913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1545840768944853,0,30,0.03154802339364821,-0.2978811093952117,0.18566531236007677,-0.30067351340616055,-0.31856255575214676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.10701687724886316,0,31,-0.21761323447307523,0.08143632390843036,-0.18354308326013738,-0.25529419086360927,0.0017417553195393748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9217027146516492,0,32,-0.8173315513462032,0.7580151587857255,0.05431614058054474,1.214971961029234,0.30566037785987965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3227843051582733,0,33,0.05196650247246964,-6.254355761532752,0.17718332150816085,2.6514909335922203,2.6958529347271365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.11925569511940032,0,34,0.215815148034442,-0.21092802832767799,0.20033497539760903,-0.24346677991022433,-0.28378413329775026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.30654644488602995,0,35,0.20369122370237597,-0.11546345413612392,-0.11677146818422793,0.10566675202811854,0.14692585344696737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.457991270184977,0,36,0.4247048770244784,0.05784808454179585,0.5831284452764994,0.5586113958703678,-0.030291395551468144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.16469983856710466,0,37,-0.3336111329284246,-0.07169390091168537,-0.0695591479787341,-0.1328199304285715,-0.38509147528023757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.856961552523441,0,38,-0.6938653173560688,-0.676186528381084,-0.8742481474156153,-0.8915735259732936,-0.8986555949841172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.04283420770288668,0,39,-0.08877560491370419,-0.0711611124861186,0.24535094677668634,-0.21289794906166734,-0.2537924527248414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.31014132753179363,0,40,-0.24963734262752024,-0.2512515558952295,0.30543860373607346,-0.26874872839511593,0.2909154329147142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.6964269930739442,0,41,-0.6965153366440686,-0.42700991902510144,-0.8367389773373363,-0.26850606918115866,-0.28773139231903244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.12423088337501154,0,42,-0.446348074841603,-0.014642869697585038,-0.14286615389171564,0.06584971536063326,0.078125123927156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05934793469205322,0,43,6.214714015483453,-1.2432116744377146,-0.31527192740413873,-2.0998451848669704,-0.5729208651181614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.2463557172930454,0,44,-0.1593217355126054,0.17896923175643373,-0.14210920832852902,-0.1063180959277582,-0.32003269586756106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.2512688343642602,0,45,0.05518171737539075,-0.0577264429683561,-0.18126899274483935,-0.09043415336857769,0.1782182329538045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1666555369470664,0,46,0.4273666552528904,-0.49597764611086476,0.6223401321255633,0.032509447907752405,-0.14909616693888308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3493425476140828,0,47,-0.06797740663264946,-0.13265490990527196,-0.08049173029392007,0.17470619634155166,0.2206412319949084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3643049259061698,0,48,-0.194474158357894,-0.46715082148181103,-0.43965801274150457,-0.01628055931822381,0.01868997614616005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.27391044969579076,0,49,-0.20814829307194266,-0.25898106954463923,-0.14620026030009758,0.1848530565138668,0.23315676480943698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.487639664057577,1,0,-0.2784935777137726,-0.18167232408469722,0.24733826655720745,-0.38727010638260223,-0.7404185438371836,0.3263573505754588,-0.43710881367249044,5.144521386840249,0.2024668758806438,-0.1571851223459708,-0.04185922650903308,0.4354003926649129,-0.1906840101596452,0.23111476137218873,0.43188961435718565,0.2615545756021494,-4.8736366103791156,-0.14937137119232127,-5.737505548018044,-0.05192411539182449,0.4030295131792832,0.5852146726597872,0.7924920729742885,-0.06819066701177484,4.065848044527367,-1.2824130045495503,0.08115355862937394,0.803098866525352,3.8571310524698554,-1.080176562240182,0.16953207309470938,0.17685548094345013,-1.1638302429339715,-5.390676204068546,-0.24661862886685862,-0.31501203723054216,-0.6225897088044768,-0.0475729471526086,-0.9384539773555531,-0.26020506682471933,-0.005750633336420057,-0.4962491042624173,1.1407544502877978,-5.063543219237661,-0.06961514361922957,-0.18510781252227632,0.23440080277843703,-0.2580044826111432,-0.17298171198281195,0.08632674693076602
