intercept,layer,node,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49,node_50,node_51,node_52,node_53,node_54,node_55,node_56,node_57,node_58,node_59,node_60,node_61,node_62,node_63,node_64,node_65,node_66,node_67,node_68,node_69,node_70,node_71,node_72,node_73,node_74,node_75,node_76,node_77,node_78,node_79,node_80,node_81,node_82,node_83,node_84,node_85,node_86,node_87,node_88,node_89,node_90,node_91,node_92,node_93,node_94,node_95,node_96,node_97,node_98,node_99
0.09473941994845592,0,0,-0.05995580258212134,-0.2239244847086449,0.067875254296497,-0.21424603604407108,-0.18966243831102045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.3097940322673383,0,1,1.6058272838474492,1.5105697518028691,0.40648403230206587,-0.2515961661862942,1.0109177368275248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0910632169210798,0,2,0.11086717799909096,-0.0887170946351516,-0.16170366041137457,0.019419047003489072,0.00251004705789448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.3321195393438619,0,3,-0.17130152151226335,4.8838075304183866,-0.4902628618060676,1.4660066611917222,-6.801942910930897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.40121036618239464,0,4,-0.44574622712825324,-0.052570274397626564,-0.19742673752485976,-0.17498563056462793,-0.31396199626351834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1790981605585047,0,5,-0.16838152188510655,-0.12626869327571313,-0.2381784722604806,0.21340202781796405,0.17515614790789535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03245948006114449,0,6,-0.23916400130293008,-0.20422558241571348,-0.26158336337600163,0.009542821994313881,-0.11091176533555254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.9655412557272429,0,7,0.7715825438748841,4.923609130710909,1.1333324253669113,1.8288170361478053,-7.3150455984821265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2409961904360822,0,8,0.223848243546266,1.2971475912132355,0.07623865346687313,2.3788327493707673,-1.5414552751212696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.10791456564426499,0,9,0.0994354393011279,-0.20215632903176145,-0.1620958454591024,-0.10951657354731584,-0.19531929326073832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.05422283476628875,0,10,-0.2291070352585566,-0.10047530944919532,0.023289305134814833,-0.029164840731716216,-0.08634788885799746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.03662211188543132,0,11,1.9556068577202812,3.603367888076392,2.147266766524957,0.6330601365023046,-0.9637468129695813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.32103068904550647,0,12,0.9566388734355671,3.2176071712318275,1.1527118083806134,4.605757289233585,-4.0210795090169515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.22501750732893708,0,13,-0.3412258768050369,-0.06498242746195314,-0.3389456694260176,0.0025969907089661605,-0.1463121375293134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.8228821191428798,0,14,0.0006698781668756132,-0.21474869321878587,0.21755804089292527,1.1139503966008732,0.25304361931282515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.22643989696259634,0,15,-0.1512972635653285,0.17751665000571368,-0.12556557278369013,0.09365376966563255,-0.02463727908947893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.05906180728328078,0,16,-0.09355033120698135,0.14512131627219899,-0.08343943204587358,-0.043510317722489776,-0.0988221416620975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
