controlled_stations,trust_region,solution,predicted_profit,real_profit,base_case_profit,max_prices_profit
"11, 14",Yes,"11:0.794, 14:0.382, 15:0.500, 26:0.600, 37:0.500",18.613344567771303,18.869814753848242,6.530191534995553,4.2920769248783746
"11, 14",No,"11:0.800, 14:0.382, 15:0.500, 26:0.600, 37:0.500",18.658479401827254,18.859538878305187,6.530191534995553,4.2920769248783746
