Tree_id,ID,rc_11,rc_14,rc_15,rc_26,rc_37,threshold,prediction,initial_prediction,learning_rate
0,1,0.0,1.0,0.0,0.0,0.0,0.3684999942779541,-9.772418747324695,22.697176195723888,0.2
0,1,0.0,1.0,0.0,0.0,0.0,0.2744999974966049,-9.772418747324695,22.697176195723888,0.2
0,1,0.0,0.0,0.0,0.0,1.0,0.353999987244606,-9.772418747324695,22.697176195723888,0.2
0,1,0.0,1.0,0.0,0.0,0.0,0.22349999845027924,-9.772418747324695,22.697176195723888,0.2
0,1,1.0,0.0,0.0,0.0,0.0,0.5074999928474426,-9.772418747324695,22.697176195723888,0.2
0,2,0.0,1.0,0.0,0.0,0.0,0.3684999942779541,-8.442373078000056,22.697176195723888,0.2
0,2,0.0,1.0,0.0,0.0,0.0,0.2744999974966049,-8.442373078000056,22.697176195723888,0.2
0,2,0.0,0.0,0.0,0.0,1.0,0.353999987244606,-8.442373078000056,22.697176195723888,0.2
0,2,0.0,1.0,0.0,0.0,0.0,0.22349999845027924,-8.442373078000056,22.697176195723888,0.2
0,2,-1.0,0.0,0.0,0.0,0.0,-0.5075009928474427,-8.442373078000056,22.697176195723888,0.2
0,3,0.0,1.0,0.0,0.0,0.0,0.3684999942779541,-7.668675291590934,22.697176195723888,0.2
0,3,0.0,1.0,0.0,0.0,0.0,0.2744999974966049,-7.668675291590934,22.697176195723888,0.2
0,3,0.0,0.0,0.0,0.0,1.0,0.353999987244606,-7.668675291590934,22.697176195723888,0.2
0,3,0.0,-1.0,0.0,0.0,0.0,-0.22350099845027924,-7.668675291590934,22.697176195723888,0.2
0,3,1.0,0.0,0.0,0.0,0.0,0.7274999916553497,-7.668675291590934,22.697176195723888,0.2
0,4,0.0,1.0,0.0,0.0,0.0,0.3684999942779541,-5.67371549817465,22.697176195723888,0.2
0,4,0.0,1.0,0.0,0.0,0.0,0.2744999974966049,-5.67371549817465,22.697176195723888,0.2
0,4,0.0,0.0,0.0,0.0,1.0,0.353999987244606,-5.67371549817465,22.697176195723888,0.2
0,4,0.0,-1.0,0.0,0.0,0.0,-0.22350099845027924,-5.67371549817465,22.697176195723888,0.2
0,4,-1.0,0.0,0.0,0.0,0.0,-0.7275009916553498,-5.67371549817465,22.697176195723888,0.2
0,5,0.0,1.0,0.0,0.0,0.0,0.3684999942779541,-8.903081515499071,22.697176195723888,0.2
0,5,0.0,1.0,0.0,0.0,0.0,0.2744999974966049,-8.903081515499071,22.697176195723888,0.2
0,5,0.0,0.0,0.0,0.0,-1.0,-0.354000987244606,-8.903081515499071,22.697176195723888,0.2
0,5,0.0,0.0,0.0,1.0,0.0,0.30799999833106995,-8.903081515499071,22.697176195723888,0.2
0,5,0.0,1.0,0.0,0.0,0.0,0.2280000001192093,-8.903081515499071,22.697176195723888,0.2
0,6,0.0,1.0,0.0,0.0,0.0,0.3684999942779541,-7.345025002723636,22.697176195723888,0.2
0,6,0.0,1.0,0.0,0.0,0.0,0.2744999974966049,-7.345025002723636,22.697176195723888,0.2
0,6,0.0,0.0,0.0,0.0,-1.0,-0.354000987244606,-7.345025002723636,22.697176195723888,0.2
0,6,0.0,0.0,0.0,1.0,0.0,0.30799999833106995,-7.345025002723636,22.697176195723888,0.2
0,6,0.0,-1.0,0.0,0.0,0.0,-0.2280010001192093,-7.345025002723636,22.697176195723888,0.2
0,7,0.0,1.0,0.0,0.0,0.0,0.3684999942779541,-6.164225399289125,22.697176195723888,0.2
0,7,0.0,1.0,0.0,0.0,0.0,0.2744999974966049,-6.164225399289125,22.697176195723888,0.2
0,7,0.0,0.0,0.0,0.0,-1.0,-0.354000987244606,-6.164225399289125,22.697176195723888,0.2
0,7,0.0,0.0,0.0,-1.0,0.0,-0.3080009983310699,-6.164225399289125,22.697176195723888,0.2
0,7,0.0,1.0,0.0,0.0,0.0,0.22599999606609344,-6.164225399289125,22.697176195723888,0.2
0,8,0.0,1.0,0.0,0.0,0.0,0.3684999942779541,-4.223798805729816,22.697176195723888,0.2
0,8,0.0,1.0,0.0,0.0,0.0,0.2744999974966049,-4.223798805729816,22.697176195723888,0.2
0,8,0.0,0.0,0.0,0.0,-1.0,-0.354000987244606,-4.223798805729816,22.697176195723888,0.2
0,8,0.0,0.0,0.0,-1.0,0.0,-0.3080009983310699,-4.223798805729816,22.697176195723888,0.2
0,8,0.0,-1.0,0.0,0.0,0.0,-0.22600099606609345,-4.223798805729816,22.697176195723888,0.2
0,9,0.0,1.0,0.0,0.0,0.0,0.3684999942779541,-8.251116326677053,22.697176195723888,0.2
0,9,0.0,-1.0,0.0,0.0,0.0,-0.2745009974966049,-8.251116326677053,22.697176195723888,0.2
0,9,0.0,0.0,0.0,0.0,1.0,0.33400000631809235,-8.251116326677053,22.697176195723888,0.2
0,9,0.0,0.0,1.0,0.0,0.0,0.617499977350235,-8.251116326677053,22.697176195723888,0.2
0,9,0.0,0.0,0.0,1.0,0.0,0.24799999594688416,-8.251116326677053,22.697176195723888,0.2
0,10,0.0,1.0,0.0,0.0,0.0,0.3684999942779541,-6.11821321138788,22.697176195723888,0.2
0,10,0.0,-1.0,0.0,0.0,0.0,-0.2745009974966049,-6.11821321138788,22.697176195723888,0.2
0,10,0.0,0.0,0.0,0.0,1.0,0.33400000631809235,-6.11821321138788,22.697176195723888,0.2
0,10,0.0,0.0,1.0,0.0,0.0,0.617499977350235,-6.11821321138788,22.697176195723888,0.2
0,10,0.0,0.0,0.0,-1.0,0.0,-0.24800099594688416,-6.11821321138788,22.697176195723888,0.2
0,11,0.0,1.0,0.0,0.0,0.0,0.3684999942779541,-3.7464653686221645,22.697176195723888,0.2
0,11,0.0,-1.0,0.0,0.0,0.0,-0.2745009974966049,-3.7464653686221645,22.697176195723888,0.2
0,11,0.0,0.0,0.0,0.0,1.0,0.33400000631809235,-3.7464653686221645,22.697176195723888,0.2
0,11,0.0,0.0,-1.0,0.0,0.0,-0.617500977350235,-3.7464653686221645,22.697176195723888,0.2
0,11,1.0,0.0,0.0,0.0,0.0,0.5674999952316284,-3.7464653686221645,22.697176195723888,0.2
0,12,0.0,1.0,0.0,0.0,0.0,0.3684999942779541,-4.910047337179355,22.697176195723888,0.2
0,12,0.0,-1.0,0.0,0.0,0.0,-0.2745009974966049,-4.910047337179355,22.697176195723888,0.2
0,12,0.0,0.0,0.0,0.0,1.0,0.33400000631809235,-4.910047337179355,22.697176195723888,0.2
0,12,0.0,0.0,-1.0,0.0,0.0,-0.617500977350235,-4.910047337179355,22.697176195723888,0.2
0,12,-1.0,0.0,0.0,0.0,0.0,-0.5675009952316284,-4.910047337179355,22.697176195723888,0.2
0,13,0.0,1.0,0.0,0.0,0.0,0.3684999942779541,-7.355720692018534,22.697176195723888,0.2
0,13,0.0,-1.0,0.0,0.0,0.0,-0.2745009974966049,-7.355720692018534,22.697176195723888,0.2
0,13,0.0,0.0,0.0,0.0,-1.0,-0.3340010063180923,-7.355720692018534,22.697176195723888,0.2
0,13,0.0,0.0,0.0,1.0,0.0,0.32250000536441803,-7.355720692018534,22.697176195723888,0.2
0,13,0.0,0.0,0.0,1.0,0.0,0.24700000137090683,-7.355720692018534,22.697176195723888,0.2
0,14,0.0,1.0,0.0,0.0,0.0,0.3684999942779541,-4.01670902571884,22.697176195723888,0.2
0,14,0.0,-1.0,0.0,0.0,0.0,-0.2745009974966049,-4.01670902571884,22.697176195723888,0.2
0,14,0.0,0.0,0.0,0.0,-1.0,-0.3340010063180923,-4.01670902571884,22.697176195723888,0.2
0,14,0.0,0.0,0.0,1.0,0.0,0.32250000536441803,-4.01670902571884,22.697176195723888,0.2
0,14,0.0,0.0,0.0,-1.0,0.0,-0.24700100137090683,-4.01670902571884,22.697176195723888,0.2
0,15,0.0,1.0,0.0,0.0,0.0,0.3684999942779541,-2.6083562762581276,22.697176195723888,0.2
0,15,0.0,-1.0,0.0,0.0,0.0,-0.2745009974966049,-2.6083562762581276,22.697176195723888,0.2
0,15,0.0,0.0,0.0,0.0,-1.0,-0.3340010063180923,-2.6083562762581276,22.697176195723888,0.2
