Tree_id,ID,rc_11,rc_14,rc_15,rc_26,rc_37,threshold,prediction,initial_prediction,learning_rate
0,1,1.0,0.0,0.0,0.0,0.0,0.42900000512599945,-2.2751875298588797,2.4563386343404203,0.1
0,1,0.0,1.0,0.0,0.0,0.0,0.3270000070333481,-2.2751875298588797,2.4563386343404203,0.1
0,1,1.0,0.0,0.0,0.0,0.0,0.2864999920129776,-2.2751875298588797,2.4563386343404203,0.1
0,1,0.0,0.0,0.0,0.0,1.0,0.39799998700618744,-2.2751875298588797,2.4563386343404203,0.1
0,1,0.0,0.0,0.0,0.0,1.0,0.3244999945163727,-2.2751875298588797,2.4563386343404203,0.1
0,2,1.0,0.0,0.0,0.0,0.0,0.42900000512599945,-1.5754414651623485,2.4563386343404203,0.1
0,2,0.0,1.0,0.0,0.0,0.0,0.3270000070333481,-1.5754414651623485,2.4563386343404203,0.1
0,2,1.0,0.0,0.0,0.0,0.0,0.2864999920129776,-1.5754414651623485,2.4563386343404203,0.1
0,2,0.0,0.0,0.0,0.0,1.0,0.39799998700618744,-1.5754414651623485,2.4563386343404203,0.1
0,2,0.0,0.0,0.0,0.0,-1.0,-0.32450099451637265,-1.5754414651623485,2.4563386343404203,0.1
0,3,1.0,0.0,0.0,0.0,0.0,0.42900000512599945,4.587272507943598,2.4563386343404203,0.1
0,3,0.0,1.0,0.0,0.0,0.0,0.3270000070333481,4.587272507943598,2.4563386343404203,0.1
0,3,1.0,0.0,0.0,0.0,0.0,0.2864999920129776,4.587272507943598,2.4563386343404203,0.1
0,3,0.0,0.0,0.0,0.0,-1.0,-0.3980009870061874,4.587272507943598,2.4563386343404203,0.1
0,3,1.0,0.0,0.0,0.0,0.0,0.21400000154972076,4.587272507943598,2.4563386343404203,0.1
0,4,1.0,0.0,0.0,0.0,0.0,0.42900000512599945,1.0278399506229767,2.4563386343404203,0.1
0,4,0.0,1.0,0.0,0.0,0.0,0.3270000070333481,1.0278399506229767,2.4563386343404203,0.1
0,4,1.0,0.0,0.0,0.0,0.0,0.2864999920129776,1.0278399506229767,2.4563386343404203,0.1
0,4,0.0,0.0,0.0,0.0,-1.0,-0.3980009870061874,1.0278399506229767,2.4563386343404203,0.1
0,4,-1.0,0.0,0.0,0.0,0.0,-0.21400100154972077,1.0278399506229767,2.4563386343404203,0.1
0,5,1.0,0.0,0.0,0.0,0.0,0.42900000512599945,-1.9127964628537513,2.4563386343404203,0.1
0,5,0.0,1.0,0.0,0.0,0.0,0.3270000070333481,-1.9127964628537513,2.4563386343404203,0.1
0,5,-1.0,0.0,0.0,0.0,0.0,-0.2865009920129776,-1.9127964628537513,2.4563386343404203,0.1
0,5,0.0,0.0,1.0,0.0,0.0,0.7820000052452087,-1.9127964628537513,2.4563386343404203,0.1
0,5,0.0,1.0,0.0,0.0,0.0,0.29350000619888306,-1.9127964628537513,2.4563386343404203,0.1
0,6,1.0,0.0,0.0,0.0,0.0,0.42900000512599945,-0.6798800634942287,2.4563386343404203,0.1
0,6,0.0,1.0,0.0,0.0,0.0,0.3270000070333481,-0.6798800634942287,2.4563386343404203,0.1
0,6,-1.0,0.0,0.0,0.0,0.0,-0.2865009920129776,-0.6798800634942287,2.4563386343404203,0.1
0,6,0.0,0.0,1.0,0.0,0.0,0.7820000052452087,-0.6798800634942287,2.4563386343404203,0.1
0,6,0.0,-1.0,0.0,0.0,0.0,-0.29350100619888303,-0.6798800634942287,2.4563386343404203,0.1
0,7,1.0,0.0,0.0,0.0,0.0,0.42900000512599945,4.14225724773658,2.4563386343404203,0.1
0,7,0.0,1.0,0.0,0.0,0.0,0.3270000070333481,4.14225724773658,2.4563386343404203,0.1
0,7,-1.0,0.0,0.0,0.0,0.0,-0.2865009920129776,4.14225724773658,2.4563386343404203,0.1
0,7,0.0,0.0,-1.0,0.0,0.0,-0.7820010052452088,4.14225724773658,2.4563386343404203,0.1
0,8,1.0,0.0,0.0,0.0,0.0,0.42900000512599945,-1.2719148458619989,2.4563386343404203,0.1
0,8,0.0,-1.0,0.0,0.0,0.0,-0.32700100703334806,-1.2719148458619989,2.4563386343404203,0.1
0,8,0.0,0.0,0.0,1.0,0.0,0.42149999737739563,-1.2719148458619989,2.4563386343404203,0.1
0,8,1.0,0.0,0.0,0.0,0.0,0.32250000536441803,-1.2719148458619989,2.4563386343404203,0.1
0,8,0.0,0.0,0.0,1.0,0.0,0.23900000005960464,-1.2719148458619989,2.4563386343404203,0.1
0,9,1.0,0.0,0.0,0.0,0.0,0.42900000512599945,2.4159767670122023,2.4563386343404203,0.1
0,9,0.0,-1.0,0.0,0.0,0.0,-0.32700100703334806,2.4159767670122023,2.4563386343404203,0.1
0,9,0.0,0.0,0.0,1.0,0.0,0.42149999737739563,2.4159767670122023,2.4563386343404203,0.1
0,9,1.0,0.0,0.0,0.0,0.0,0.32250000536441803,2.4159767670122023,2.4563386343404203,0.1
0,9,0.0,0.0,0.0,-1.0,0.0,-0.23900100005960465,2.4159767670122023,2.4563386343404203,0.1
0,10,1.0,0.0,0.0,0.0,0.0,0.42900000512599945,-1.928574228870107,2.4563386343404203,0.1
0,10,0.0,-1.0,0.0,0.0,0.0,-0.32700100703334806,-1.928574228870107,2.4563386343404203,0.1
0,10,0.0,0.0,0.0,1.0,0.0,0.42149999737739563,-1.928574228870107,2.4563386343404203,0.1
0,10,-1.0,0.0,0.0,0.0,0.0,-0.322501005364418,-1.928574228870107,2.4563386343404203,0.1
0,10,0.0,0.0,0.0,1.0,0.0,0.32599999010562897,-1.928574228870107,2.4563386343404203,0.1
0,11,1.0,0.0,0.0,0.0,0.0,0.42900000512599945,0.7595443872697719,2.4563386343404203,0.1
0,11,0.0,-1.0,0.0,0.0,0.0,-0.32700100703334806,0.7595443872697719,2.4563386343404203,0.1
0,11,0.0,0.0,0.0,1.0,0.0,0.42149999737739563,0.7595443872697719,2.4563386343404203,0.1
0,11,-1.0,0.0,0.0,0.0,0.0,-0.322501005364418,0.7595443872697719,2.4563386343404203,0.1
0,11,0.0,0.0,0.0,-1.0,0.0,-0.32600099010562894,0.7595443872697719,2.4563386343404203,0.1
0,12,1.0,0.0,0.0,0.0,0.0,0.42900000512599945,2.3076859863208483,2.4563386343404203,0.1
