Tree_id,ID,rc_11,rc_14,rc_15,rc_26,rc_37,threshold,prediction
0,1,0.0,0.0,1.0,0.0,0.0,0.30299998819828033,2.7940105543735227
0,1,0.0,0.0,0.0,0.0,1.0,0.47349999845027924,2.7940105543735227
0,1,0.0,0.0,0.0,0.0,1.0,0.4425000101327896,2.7940105543735227
0,1,0.0,0.0,0.0,1.0,0.0,0.4139999896287918,2.7940105543735227
0,2,0.0,0.0,1.0,0.0,0.0,0.30299998819828033,6.826357623067329
0,2,0.0,0.0,0.0,0.0,1.0,0.47349999845027924,6.826357623067329
0,2,0.0,0.0,0.0,0.0,1.0,0.4425000101327896,6.826357623067329
0,2,0.0,0.0,0.0,-1.0,0.0,-0.4140009896287918,6.826357623067329
0,3,0.0,0.0,1.0,0.0,0.0,0.30299998819828033,7.712063375286654
0,3,0.0,0.0,0.0,0.0,1.0,0.47349999845027924,7.712063375286654
0,3,0.0,0.0,0.0,0.0,-1.0,-0.4425010101327896,7.712063375286654
0,3,0.0,0.0,1.0,0.0,0.0,0.26350000500679016,7.712063375286654
0,4,0.0,0.0,1.0,0.0,0.0,0.30299998819828033,9.374288234836802
0,4,0.0,0.0,0.0,0.0,1.0,0.47349999845027924,9.374288234836802
0,4,0.0,0.0,0.0,0.0,-1.0,-0.4425010101327896,9.374288234836802
0,4,0.0,0.0,-1.0,0.0,0.0,-0.26350100500679013,9.374288234836802
0,5,0.0,0.0,1.0,0.0,0.0,0.30299998819828033,0.6202993664630434
0,5,0.0,0.0,0.0,0.0,-1.0,-0.4735009984502792,0.6202993664630434
0,5,0.0,0.0,0.0,0.0,1.0,0.7750000059604645,0.6202993664630434
0,5,0.0,0.0,0.0,1.0,0.0,0.5189999938011169,0.6202993664630434
0,6,0.0,0.0,1.0,0.0,0.0,0.30299998819828033,5.596669295888874
0,6,0.0,0.0,0.0,0.0,-1.0,-0.4735009984502792,5.596669295888874
0,6,0.0,0.0,0.0,0.0,1.0,0.7750000059604645,5.596669295888874
0,6,0.0,0.0,0.0,-1.0,0.0,-0.519000993801117,5.596669295888874
0,7,0.0,0.0,1.0,0.0,0.0,0.30299998819828033,3.266909849814098
0,7,0.0,0.0,0.0,0.0,-1.0,-0.4735009984502792,3.266909849814098
0,7,0.0,0.0,0.0,0.0,-1.0,-0.7750010059604645,3.266909849814098
0,7,0.0,1.0,0.0,0.0,0.0,0.5270000100135803,3.266909849814098
0,8,0.0,0.0,1.0,0.0,0.0,0.30299998819828033,6.425782220442566
0,8,0.0,0.0,0.0,0.0,-1.0,-0.4735009984502792,6.425782220442566
0,8,0.0,0.0,0.0,0.0,-1.0,-0.7750010059604645,6.425782220442566
0,8,0.0,-1.0,0.0,0.0,0.0,-0.5270010100135804,6.425782220442566
0,9,0.0,0.0,-1.0,0.0,0.0,-0.3030009881982803,2.8652795703880503
0,9,0.0,0.0,0.0,0.0,1.0,0.5015000104904175,2.8652795703880503
0,9,0.0,0.0,1.0,0.0,0.0,0.4855000078678131,2.8652795703880503
0,9,0.0,0.0,0.0,1.0,0.0,0.375,2.8652795703880503
0,10,0.0,0.0,-1.0,0.0,0.0,-0.3030009881982803,7.475106527526812
0,10,0.0,0.0,0.0,0.0,1.0,0.5015000104904175,7.475106527526812
0,10,0.0,0.0,1.0,0.0,0.0,0.4855000078678131,7.475106527526812
0,10,0.0,0.0,0.0,-1.0,0.0,-0.375001,7.475106527526812
0,11,0.0,0.0,-1.0,0.0,0.0,-0.3030009881982803,3.8875433973372493
0,11,0.0,0.0,0.0,0.0,1.0,0.5015000104904175,3.8875433973372493
0,11,0.0,0.0,-1.0,0.0,0.0,-0.4855010078678131,3.8875433973372493
0,11,0.0,1.0,0.0,0.0,0.0,0.3790000081062317,3.8875433973372493
0,12,0.0,0.0,-1.0,0.0,0.0,-0.3030009881982803,8.883570329537609
0,12,0.0,0.0,0.0,0.0,1.0,0.5015000104904175,8.883570329537609
0,12,0.0,0.0,-1.0,0.0,0.0,-0.4855010078678131,8.883570329537609
0,12,0.0,-1.0,0.0,0.0,0.0,-0.37900100810623166,8.883570329537609
0,13,0.0,0.0,-1.0,0.0,0.0,-0.3030009881982803,2.7839276810604807
0,13,0.0,0.0,0.0,0.0,-1.0,-0.5015010104904175,2.7839276810604807
0,13,0.0,0.0,1.0,0.0,0.0,0.7450000047683716,2.7839276810604807
0,13,0.0,1.0,0.0,0.0,0.0,0.7199999988079071,2.7839276810604807
0,14,0.0,0.0,-1.0,0.0,0.0,-0.3030009881982803,4.1875393247837565
0,14,0.0,0.0,0.0,0.0,-1.0,-0.5015010104904175,4.1875393247837565
0,14,0.0,0.0,1.0,0.0,0.0,0.7450000047683716,4.1875393247837565
0,14,0.0,-1.0,0.0,0.0,0.0,-0.7200009988079071,4.1875393247837565
0,15,0.0,0.0,-1.0,0.0,0.0,-0.3030009881982803,2.945676110031484
0,15,0.0,0.0,0.0,0.0,-1.0,-0.5015010104904175,2.945676110031484
0,15,0.0,0.0,-1.0,0.0,0.0,-0.7450010047683716,2.945676110031484
0,15,0.0,1.0,0.0,0.0,0.0,0.6459999978542328,2.945676110031484
0,16,0.0,0.0,-1.0,0.0,0.0,-0.3030009881982803,12.090808220931715
0,16,0.0,0.0,0.0,0.0,-1.0,-0.5015010104904175,12.090808220931715
0,16,0.0,0.0,-1.0,0.0,0.0,-0.7450010047683716,12.090808220931715
0,16,0.0,-1.0,0.0,0.0,0.0,-0.6460009978542328,12.090808220931715
1,1,0.0,0.0,0.0,1.0,0.0,0.4584999978542328,3.0379860915792865
1,1,0.0,0.0,0.0,1.0,0.0,0.3374999910593033,3.0379860915792865
1,1,0.0,0.0,0.0,0.0,1.0,0.24650000035762787,3.0379860915792865
1,1,0.0,0.0,1.0,0.0,0.0,0.23600000143051147,3.0379860915792865
1,2,0.0,0.0,0.0,1.0,0.0,0.4584999978542328,6.438140529434176
1,2,0.0,0.0,0.0,1.0,0.0,0.3374999910593033,6.438140529434176
1,2,0.0,0.0,0.0,0.0,1.0,0.24650000035762787,6.438140529434176
1,2,0.0,0.0,-1.0,0.0,0.0,-0.23600100143051148,6.438140529434176
1,3,0.0,0.0,0.0,1.0,0.0,0.4584999978542328,2.062994176976246
1,3,0.0,0.0,0.0,1.0,0.0,0.3374999910593033,2.062994176976246
1,3,0.0,0.0,0.0,0.0,-1.0,-0.24650100035762787,2.062994176976246
1,3,0.0,0.0,0.0,0.0,1.0,0.3435000032186508,2.062994176976246
1,4,0.0,0.0,0.0,1.0,0.0,0.4584999978542328,0.4580345339699276
1,4,0.0,0.0,0.0,1.0,0.0,0.3374999910593033,0.4580345339699276
1,4,0.0,0.0,0.0,0.0,-1.0,-0.24650100035762787,0.4580345339699276
1,4,0.0,0.0,0.0,0.0,-1.0,-0.3435010032186508,0.4580345339699276
1,5,0.0,0.0,0.0,1.0,0.0,0.4584999978542328,2.1644382290320356
1,5,0.0,0.0,0.0,-1.0,0.0,-0.33750099105930326,2.1644382290320356
1,5,1.0,0.0,0.0,0.0,0.0,0.3945000022649765,2.1644382290320356
1,5,1.0,0.0,0.0,0.0,0.0,0.3869999945163727,2.1644382290320356
1,6,0.0,0.0,0.0,1.0,0.0,0.4584999978542328,0.0
1,6,0.0,0.0,0.0,-1.0,0.0,-0.33750099105930326,0.0
1,6,1.0,0.0,0.0,0.0,0.0,0.3945000022649765,0.0
1,6,-1.0,0.0,0.0,0.0,0.0,-0.38700099451637265,0.0
1,7,0.0,0.0,0.0,1.0,0.0,0.4584999978542328,1.8225448717734856
1,7,0.0,0.0,0.0,-1.0,0.0,-0.33750099105930326,1.8225448717734856
