save_path,seed,cv_folds,task,parameters,best_params,valid_score,train_score,train_r2,test_score,test_r2,outcome,alg
../regressors\rf\37map_1001scenarios_competition_profit_11_model.csv,42,5,continuous,"{'n_estimators': [10, 25], 'max_features': ['sqrt'], 'max_depth': [2, 3, 4]}","{'max_depth': 4, 'max_features': 'sqrt', 'n_estimators': 10}",-6.577898989946173,5.329534759991161,0.5543494228874677,7.198242650520144,0.39439596718084746,profit_11,rf
