Tree_id,ID,rc_11,rc_14,rc_15,rc_26,rc_37,threshold,prediction
0,1,0.0,0.0,1.0,0.0,0.0,0.3634999990463257,13.93519110562235
0,1,0.0,1.0,0.0,0.0,0.0,0.39399999380111694,13.93519110562235
0,1,0.0,0.0,0.0,0.0,1.0,0.34049999713897705,13.93519110562235
0,1,1.0,0.0,0.0,0.0,0.0,0.5374999940395355,13.93519110562235
0,2,0.0,0.0,1.0,0.0,0.0,0.3634999990463257,15.720895667505026
0,2,0.0,1.0,0.0,0.0,0.0,0.39399999380111694,15.720895667505026
0,2,0.0,0.0,0.0,0.0,1.0,0.34049999713897705,15.720895667505026
0,2,-1.0,0.0,0.0,0.0,0.0,-0.5375009940395356,15.720895667505026
0,3,0.0,0.0,1.0,0.0,0.0,0.3634999990463257,16.28504118935443
0,3,0.0,1.0,0.0,0.0,0.0,0.39399999380111694,16.28504118935443
0,3,0.0,0.0,0.0,0.0,-1.0,-0.340500997138977,16.28504118935443
0,3,0.0,1.0,0.0,0.0,0.0,0.29649999737739563,16.28504118935443
0,4,0.0,0.0,1.0,0.0,0.0,0.3634999990463257,19.345130161578055
0,4,0.0,1.0,0.0,0.0,0.0,0.39399999380111694,19.345130161578055
0,4,0.0,0.0,0.0,0.0,-1.0,-0.340500997138977,19.345130161578055
0,4,0.0,-1.0,0.0,0.0,0.0,-0.2965009973773956,19.345130161578055
0,5,0.0,0.0,1.0,0.0,0.0,0.3634999990463257,17.569231217247037
0,5,0.0,-1.0,0.0,0.0,0.0,-0.3940009938011169,17.569231217247037
0,5,0.0,0.0,0.0,0.0,1.0,0.3739999979734421,17.569231217247037
0,5,0.0,0.0,0.0,0.0,1.0,0.3060000091791153,17.569231217247037
0,6,0.0,0.0,1.0,0.0,0.0,0.3634999990463257,20.06837788834314
0,6,0.0,-1.0,0.0,0.0,0.0,-0.3940009938011169,20.06837788834314
0,6,0.0,0.0,0.0,0.0,1.0,0.3739999979734421,20.06837788834314
0,6,0.0,0.0,0.0,0.0,-1.0,-0.30600100917911527,20.06837788834314
0,7,0.0,0.0,1.0,0.0,0.0,0.3634999990463257,21.282313346199796
0,7,0.0,-1.0,0.0,0.0,0.0,-0.3940009938011169,21.282313346199796
0,7,0.0,0.0,0.0,0.0,-1.0,-0.37400099797344205,21.282313346199796
0,7,0.0,0.0,1.0,0.0,0.0,0.27549999952316284,21.282313346199796
0,8,0.0,0.0,1.0,0.0,0.0,0.3634999990463257,24.67888359228892
0,8,0.0,-1.0,0.0,0.0,0.0,-0.3940009938011169,24.67888359228892
0,8,0.0,0.0,0.0,0.0,-1.0,-0.37400099797344205,24.67888359228892
0,8,0.0,0.0,-1.0,0.0,0.0,-0.2755009995231628,24.67888359228892
0,9,0.0,0.0,-1.0,0.0,0.0,-0.36350099904632566,16.94452551532107
0,9,0.0,1.0,0.0,0.0,0.0,0.3205000013113022,16.94452551532107
0,9,1.0,0.0,0.0,0.0,0.0,0.36400000751018524,16.94452551532107
0,9,1.0,0.0,0.0,0.0,0.0,0.32199999690055847,16.94452551532107
0,10,0.0,0.0,-1.0,0.0,0.0,-0.36350099904632566,14.383447215664582
0,10,0.0,1.0,0.0,0.0,0.0,0.3205000013113022,14.383447215664582
0,10,1.0,0.0,0.0,0.0,0.0,0.36400000751018524,14.383447215664582
0,10,-1.0,0.0,0.0,0.0,0.0,-0.32200099690055844,14.383447215664582
0,11,0.0,0.0,-1.0,0.0,0.0,-0.36350099904632566,15.812466616025253
0,11,0.0,1.0,0.0,0.0,0.0,0.3205000013113022,15.812466616025253
0,11,-1.0,0.0,0.0,0.0,0.0,-0.3640010075101852,15.812466616025253
0,11,0.0,1.0,0.0,0.0,0.0,0.23900000005960464,15.812466616025253
0,12,0.0,0.0,-1.0,0.0,0.0,-0.36350099904632566,18.916761183968656
0,12,0.0,1.0,0.0,0.0,0.0,0.3205000013113022,18.916761183968656
0,12,-1.0,0.0,0.0,0.0,0.0,-0.3640010075101852,18.916761183968656
0,12,0.0,-1.0,0.0,0.0,0.0,-0.23900100005960465,18.916761183968656
0,13,0.0,0.0,-1.0,0.0,0.0,-0.36350099904632566,20.79102161824673
0,13,0.0,-1.0,0.0,0.0,0.0,-0.32050100131130216,20.79102161824673
0,13,1.0,0.0,0.0,0.0,0.0,0.30550000071525574,20.79102161824673
0,13,0.0,1.0,0.0,0.0,0.0,0.5889999866485596,20.79102161824673
0,14,0.0,0.0,-1.0,0.0,0.0,-0.36350099904632566,23.284106046862725
0,14,0.0,-1.0,0.0,0.0,0.0,-0.32050100131130216,23.284106046862725
0,14,1.0,0.0,0.0,0.0,0.0,0.30550000071525574,23.284106046862725
0,14,0.0,-1.0,0.0,0.0,0.0,-0.5890009866485596,23.284106046862725
0,15,0.0,0.0,-1.0,0.0,0.0,-0.36350099904632566,23.50496573165902
0,15,0.0,-1.0,0.0,0.0,0.0,-0.32050100131130216,23.50496573165902
0,15,-1.0,0.0,0.0,0.0,0.0,-0.3055010007152557,23.50496573165902
0,15,0.0,1.0,0.0,0.0,0.0,0.5365000069141388,23.50496573165902
0,16,0.0,0.0,-1.0,0.0,0.0,-0.36350099904632566,28.064914083293694
0,16,0.0,-1.0,0.0,0.0,0.0,-0.32050100131130216,28.064914083293694
0,16,-1.0,0.0,0.0,0.0,0.0,-0.3055010007152557,28.064914083293694
0,16,0.0,-1.0,0.0,0.0,0.0,-0.5365010069141388,28.064914083293694
1,1,0.0,1.0,0.0,0.0,0.0,0.33400000631809235,13.93132758122785
1,1,0.0,0.0,0.0,1.0,0.0,0.2800000011920929,13.93132758122785
1,1,0.0,0.0,0.0,1.0,0.0,0.23649999499320984,13.93132758122785
1,1,1.0,0.0,0.0,0.0,0.0,0.7695000171661377,13.93132758122785
